subjects	cluster.id
subject531	5
subject532	2
subject533	5
subject534	5
subject535	1
subject536	2
subject537	1
subject538	6
subject539	10
subject540	1
subject541	5
subject542	6
subject543	10
subject544	7
subject545	1
subject546	3
subject547	6
subject548	1
subject549	7
subject550	2
subject551	1
subject552	7
subject553	1
subject554	5
subject555	9
subject556	6
subject557	8
subject558	7
subject559	4
subject560	5
subject561	1
subject562	6
subject563	10
subject564	1
subject565	8
subject566	9
subject567	4
subject568	4
subject569	6
subject570	6
subject571	8
subject572	7
subject573	3
subject574	6
subject575	2
subject576	6
subject577	6
subject578	3
subject579	2
subject580	5
subject581	7
subject582	9
subject583	8
subject584	7
subject585	9
subject586	1
subject587	5
subject588	9
subject589	5
subject590	1
subject591	1
subject592	1
subject593	8
subject594	1
subject595	2
subject596	7
subject597	1
subject598	10
subject599	9
subject600	3
subject601	8
subject602	1
subject603	5
subject604	5
subject605	8
subject606	7
subject607	1
subject608	5
subject609	2
subject610	5
subject611	5
subject612	6
subject613	2
subject614	5
subject615	2
subject616	6
subject617	7
subject618	7
subject619	5
subject620	5
subject621	7
subject622	2
subject623	3
subject624	8
subject625	2
subject626	7
subject627	1
subject628	6
subject629	5
subject630	4
subject631	5
subject632	2
subject633	2
subject634	3
subject635	1
subject636	1
subject637	7
subject638	5
subject639	3
subject640	5
subject641	1
subject642	9
subject643	6
subject644	1
subject645	1
subject646	7
subject647	10
subject648	4
subject649	2
subject650	1
subject651	8
subject652	6
subject653	2
subject654	5
subject655	2
subject656	1
subject657	6
subject658	6
subject659	3
subject660	5
subject661	9
subject662	2
subject663	5
subject664	4
subject665	6
subject666	5
subject667	7
subject668	3
subject669	7
subject670	6
subject671	1
subject672	2
subject673	7
subject674	1
subject675	5
subject676	6
subject677	7
subject678	2
subject679	8
subject680	3
subject681	2
subject682	5
subject683	9
subject684	6
subject685	1
subject686	9
subject687	8
subject688	3
subject689	6
subject690	4
subject691	8
subject692	1
subject693	5
subject694	1
subject695	1
subject696	4
subject697	3
subject698	3
subject699	2
subject700	6
subject701	7
subject702	9
subject703	4
subject704	2
subject705	1
subject706	4
subject707	1
subject708	3
subject709	1
subject710	5
subject711	1
subject712	3
subject713	6
subject714	4
subject715	2
subject716	4
subject717	1
subject718	1
subject719	5
subject720	7
subject721	1
subject722	6
subject723	8
subject724	5
subject725	2
subject726	6
subject727	6
subject728	1
subject729	1
subject730	3
subject731	1
subject732	5
subject733	7
subject734	10
subject735	6
subject736	5
subject737	7
subject738	4
subject739	2
subject740	6
subject741	8
subject742	5
subject743	7
subject744	9
subject745	8
subject746	7
subject747	4
subject748	6
subject749	8
subject750	2
subject751	7
subject752	1
subject753	7
subject754	3
subject755	1
subject756	4
subject757	1
subject758	1
subject759	7
subject760	2
subject761	5
subject762	2
subject763	5
subject764	4
subject765	2
subject766	9
subject767	2
subject768	6
subject769	7
subject770	1
subject771	1
subject772	7
subject773	1
subject774	8
subject775	7
subject776	4
subject777	7
subject778	1
subject779	5
subject780	7
subject781	7
subject782	5
subject783	9
subject784	7
subject785	2
subject786	2
subject787	5
subject788	3
subject789	6
subject790	1
subject791	6
subject792	1
subject793	6
subject794	9
subject795	5
subject796	1
subject797	1
subject798	6
subject799	2
subject800	8
subject801	5
subject802	5
subject803	3
subject804	7
subject805	3
subject806	6
subject807	1
subject808	3
subject809	2
subject810	6
subject811	1
subject812	4
subject813	6
subject814	2
subject815	7
subject816	8
subject817	5
subject818	7
subject819	7
subject820	1
subject821	7
subject822	5
subject823	1
subject824	6
subject825	1
subject826	2
subject827	5
subject828	4
subject829	1
subject830	9
subject831	2
subject832	2
subject833	2
subject834	5
subject835	6
subject836	9
subject837	1
subject838	6
subject839	1
subject840	1
subject841	9
subject842	6
subject843	4
subject844	5
subject845	1
subject846	1
subject847	1
subject848	2
subject849	2
subject850	6
subject851	5
subject852	6
subject853	4
subject854	5
subject855	4
subject856	5
subject857	6
subject858	2
subject859	2
subject860	7
subject861	2
subject862	6
subject863	5
subject864	1
subject865	1
subject866	5
subject867	5
subject868	8
subject869	7
subject870	4
subject871	8
subject872	8
subject873	6
subject874	3
subject875	10
subject876	2
subject877	4
subject878	3
subject879	7
subject880	3
subject881	1
subject882	2
subject883	5
subject884	8
subject885	7
subject886	5
subject887	6
subject888	6
subject889	3
subject890	3
subject891	4
subject892	2
subject893	7
subject894	5
subject895	1
subject896	1
subject897	4
subject898	5
subject899	5
subject900	1
subject901	3
subject902	7
subject903	5
subject904	1
subject905	1
subject906	8
subject907	3
subject908	2
subject909	6
subject910	4
subject911	4
subject912	9
subject913	4
subject914	1
subject915	9
subject916	5
subject917	5
subject918	2
subject919	1
subject920	6
subject921	6
subject922	9
subject923	6
subject924	7
subject925	1
subject926	1
subject927	1
subject928	8
subject929	6
subject930	1
subject931	2
subject932	1
subject933	8
subject934	4
subject935	10
subject936	1
subject937	6
subject938	1
subject939	7
subject940	4
subject941	5
subject942	1
subject943	4
subject944	6
subject945	5
subject946	4
subject947	5
subject948	1
subject949	1
subject950	3
subject951	3
subject952	4
subject953	7
subject954	2
subject955	1
subject956	8
subject957	4
subject958	7
subject959	4
subject960	8
subject961	8
subject962	7
subject963	5
subject964	8
subject965	1
subject966	2
subject967	5
subject968	5
subject969	4
subject970	8
subject971	5
subject972	5
subject973	4
subject974	1
subject975	3
subject976	5
subject977	4
subject978	5
subject979	3
subject980	5
subject981	7
subject982	9
subject983	1
subject984	4
subject985	8
subject986	6
subject987	6
subject988	6
subject989	6
subject990	5
subject991	4
subject992	6
subject993	6
subject994	6
subject995	8
subject996	6
subject997	6
subject998	7
subject999	4
subject1000	1
