subjects	cluster.id
subject221	5
subject222	4
subject223	4
subject224	1
subject225	4
subject226	2
subject227	2
subject228	1
subject229	2
subject230	1
subject231	3
subject232	4
subject233	3
subject234	1
subject235	1
subject236	2
subject237	4
subject238	1
subject239	5
subject240	2
subject241	5
subject242	1
subject243	2
subject244	2
subject245	5
subject246	2
subject247	4
subject248	1
subject249	2
subject250	1
subject251	4
subject252	3
subject253	1
subject254	5
subject255	5
subject256	5
subject257	1
subject258	1
subject259	3
subject260	3
subject261	3
subject262	3
subject263	2
subject264	4
subject265	5
subject266	4
subject267	3
subject268	2
subject269	4
subject270	2
subject271	1
subject272	4
subject273	1
subject274	3
subject275	3
subject276	2
subject277	1
subject278	3
subject279	4
subject280	1
subject281	3
subject282	4
subject283	2
subject284	5
subject285	4
subject286	2
subject287	5
subject288	4
subject289	2
subject290	4
subject291	1
subject292	1
subject293	1
subject294	5
subject295	5
subject296	3
subject297	4
subject298	5
subject299	2
subject300	4
subject301	3
subject302	1
subject303	4
subject304	5
subject305	1
subject306	1
subject307	4
subject308	2
subject309	3
subject310	4
subject311	3
subject312	5
subject313	1
subject314	2
subject315	3
subject316	1
subject317	4
subject318	1
subject319	3
subject320	1
subject321	4
subject322	4
subject323	1
subject324	3
subject325	5
subject326	2
subject327	1
subject328	4
subject329	3
subject330	1
subject331	4
subject332	4
subject333	4
subject334	3
subject335	5
subject336	3
subject337	3
subject338	5
subject339	4
subject340	2
subject341	3
subject342	3
subject343	2
subject344	4
subject345	2
subject346	4
subject347	1
subject348	4
subject349	2
subject350	3
subject351	3
subject352	1
subject353	2
subject354	2
subject355	1
subject356	4
subject357	1
subject358	5
subject359	5
subject360	5
subject361	2
subject362	4
subject363	1
subject364	3
subject365	3
subject366	5
subject367	1
subject368	3
subject369	1
subject370	1
subject371	1
subject372	1
subject373	1
subject374	2
subject375	3
subject376	2
subject377	4
subject378	2
subject379	3
subject380	3
subject381	2
subject382	1
subject383	2
subject384	3
subject385	5
subject386	1
subject387	1
subject388	3
subject389	3
subject390	1
subject391	2
subject392	2
subject393	3
subject394	1
subject395	3
subject396	1
subject397	4
subject398	2
subject399	3
subject400	5
subject401	3
subject402	4
subject403	4
subject404	4
subject405	4
subject406	3
subject407	2
subject408	4
subject409	3
subject410	1
subject411	3
subject412	4
subject413	2
subject414	1
subject415	5
subject416	3
subject417	1
subject418	2
subject419	2
subject420	5
subject421	1
subject422	4
subject423	3
subject424	1
subject425	5
subject426	3
subject427	4
subject428	1
subject429	5
subject430	5
subject431	3
subject432	3
subject433	4
subject434	2
subject435	5
subject436	2
subject437	5
subject438	3
subject439	2
subject440	2
subject441	1
subject442	2
subject443	3
subject444	4
subject445	1
subject446	4
subject447	2
subject448	5
subject449	2
subject450	4
subject451	4
subject452	2
subject453	2
subject454	3
subject455	5
subject456	2
subject457	2
subject458	4
subject459	3
subject460	5
subject461	5
subject462	2
subject463	3
subject464	5
subject465	4
subject466	4
subject467	2
subject468	5
subject469	4
subject470	1
subject471	5
subject472	5
subject473	2
subject474	5
subject475	1
subject476	4
subject477	1
subject478	2
subject479	3
subject480	2
subject481	3
subject482	2
subject483	1
subject484	2
subject485	3
subject486	2
subject487	1
subject488	4
subject489	4
subject490	2
subject491	4
subject492	3
subject493	2
subject494	5
subject495	5
subject496	2
subject497	3
subject498	1
subject499	4
subject500	4
subject501	1
subject502	3
subject503	1
subject504	4
subject505	2
subject506	4
subject507	1
subject508	4
subject509	4
subject510	3
subject511	1
subject512	4
subject513	1
subject514	5
subject515	1
subject516	3
subject517	4
subject518	3
subject519	3
subject520	4
subject521	2
subject522	3
subject523	3
subject524	3
subject525	1
subject526	5
subject527	5
subject528	2
subject529	5
subject530	1
subject531	3
subject532	5
subject533	4
subject534	1
subject535	4
subject536	5
subject537	4
subject538	3
subject539	4
subject540	5
subject541	5
subject542	5
subject543	2
subject544	5
subject545	3
subject546	4
subject547	5
subject548	2
subject549	1
subject550	2
subject551	2
subject552	4
subject553	2
subject554	3
subject555	5
subject556	3
subject557	5
subject558	1
subject559	4
subject560	4
subject561	2
subject562	3
subject563	5
subject564	1
subject565	4
subject566	4
subject567	1
subject568	5
subject569	1
subject570	1
subject571	5
subject572	1
subject573	3
subject574	2
subject575	4
subject576	1
subject577	1
subject578	5
subject579	1
subject580	3
subject581	1
subject582	2
subject583	4
subject584	2
subject585	3
subject586	2
subject587	4
subject588	4
subject589	2
subject590	3
subject591	3
subject592	5
subject593	5
subject594	3
subject595	1
subject596	1
subject597	1
subject598	2
subject599	3
subject600	3
subject601	2
subject602	5
subject603	4
subject604	5
subject605	2
subject606	2
subject607	1
subject608	3
subject609	1
subject610	2
subject611	1
subject612	5
subject613	2
subject614	1
subject615	2
subject616	3
subject617	1
subject618	1
subject619	3
subject620	1
subject621	2
subject622	2
subject623	2
subject624	3
subject625	1
subject626	3
subject627	2
subject628	5
subject629	4
subject630	4
subject631	4
subject632	2
subject633	3
subject634	1
subject635	2
subject636	4
subject637	2
subject638	2
subject639	5
subject640	1
subject641	1
subject642	3
subject643	2
subject644	3
subject645	4
subject646	2
subject647	5
subject648	1
subject649	4
subject650	1
subject651	2
subject652	4
subject653	4
subject654	2
subject655	2
subject656	1
subject657	5
subject658	4
subject659	3
subject660	2
subject661	2
subject662	3
subject663	5
subject664	2
subject665	3
subject666	3
subject667	5
subject668	4
subject669	4
subject670	4
subject671	4
subject672	2
subject673	1
subject674	4
subject675	1
subject676	4
subject677	1
subject678	5
subject679	5
subject680	4
subject681	5
subject682	1
subject683	3
subject684	4
subject685	1
subject686	5
subject687	1
subject688	2
subject689	1
subject690	4
subject691	2
subject692	4
subject693	1
subject694	1
subject695	5
subject696	1
subject697	4
subject698	1
subject699	1
subject700	3
subject701	5
subject702	2
subject703	3
subject704	5
subject705	2
subject706	4
subject707	2
subject708	1
subject709	2
subject710	1
subject711	1
subject712	1
subject713	5
subject714	1
subject715	3
subject716	5
subject717	5
subject718	2
subject719	1
subject720	2
subject721	2
subject722	2
subject723	4
subject724	4
subject725	2
subject726	3
subject727	3
subject728	4
subject729	1
subject730	4
subject731	3
subject732	1
subject733	1
subject734	4
subject735	4
subject736	4
subject737	3
subject738	4
subject739	2
subject740	5
subject741	4
subject742	3
subject743	2
subject744	1
subject745	1
subject746	2
subject747	3
subject748	5
subject749	2
subject750	4
subject751	4
subject752	1
subject753	3
subject754	3
subject755	3
subject756	5
subject757	1
subject758	2
subject759	4
subject760	1
subject761	1
subject762	3
subject763	1
subject764	1
subject765	1
subject766	2
subject767	2
subject768	3
subject769	4
subject770	3
subject771	4
subject772	4
subject773	1
subject774	1
subject775	3
subject776	3
subject777	4
subject778	5
subject779	4
subject780	2
subject781	1
subject782	3
subject783	3
subject784	1
subject785	5
subject786	5
subject787	2
subject788	4
subject789	5
subject790	2
subject791	1
subject792	3
subject793	5
subject794	4
subject795	1
subject796	1
subject797	3
subject798	1
subject799	1
subject800	2
subject801	5
subject802	1
subject803	2
subject804	1
subject805	2
subject806	5
subject807	1
subject808	3
subject809	2
subject810	3
subject811	1
subject812	1
subject813	4
subject814	3
subject815	1
subject816	4
subject817	1
subject818	4
subject819	4
subject820	1
subject821	1
subject822	2
subject823	2
subject824	3
subject825	3
subject826	1
subject827	4
subject828	3
subject829	1
subject830	4
subject831	1
subject832	4
subject833	3
subject834	2
subject835	2
subject836	4
subject837	1
subject838	1
subject839	4
subject840	5
subject841	3
subject842	4
subject843	1
subject844	4
subject845	1
subject846	1
subject847	5
subject848	1
subject849	5
subject850	3
subject851	3
subject852	1
subject853	1
subject854	2
subject855	1
subject856	2
subject857	3
subject858	4
subject859	1
subject860	5
subject861	2
subject862	1
subject863	2
subject864	5
subject865	1
subject866	4
subject867	5
subject868	4
subject869	1
subject870	1
subject871	4
subject872	1
subject873	1
subject874	3
subject875	1
subject876	1
subject877	5
subject878	5
subject879	2
subject880	2
subject881	1
subject882	1
subject883	5
subject884	1
subject885	1
subject886	1
subject887	3
subject888	3
subject889	4
subject890	2
subject891	5
subject892	3
subject893	1
subject894	4
subject895	1
subject896	2
subject897	5
subject898	1
subject899	3
subject900	3
subject901	5
subject902	4
subject903	5
subject904	1
subject905	4
subject906	2
subject907	3
subject908	5
subject909	3
subject910	1
subject911	3
subject912	2
subject913	3
subject914	4
subject915	2
subject916	3
subject917	5
subject918	1
subject919	1
subject920	4
subject921	1
subject922	2
subject923	2
subject924	4
subject925	2
subject926	5
subject927	3
subject928	2
subject929	2
subject930	3
subject931	4
subject932	4
subject933	1
subject934	2
subject935	1
subject936	1
subject937	2
subject938	1
subject939	5
subject940	5
subject941	4
subject942	1
subject943	3
subject944	1
subject945	5
subject946	4
subject947	3
subject948	4
subject949	1
subject950	4
subject951	4
subject952	4
subject953	5
subject954	5
subject955	4
subject956	2
subject957	2
subject958	3
subject959	2
subject960	1
subject961	4
subject962	5
subject963	3
subject964	4
subject965	4
subject966	2
subject967	5
subject968	1
subject969	2
subject970	2
subject971	1
subject972	3
subject973	4
subject974	3
subject975	1
subject976	3
subject977	4
subject978	3
subject979	2
subject980	3
subject981	1
subject982	5
subject983	4
subject984	3
subject985	3
subject986	2
subject987	1
subject988	4
subject989	2
subject990	1
subject991	1
subject992	3
subject993	5
subject994	1
subject995	3
subject996	5
subject997	3
subject998	4
subject999	4
subject1000	1
