subjects	cluster.id
subject306	3
subject307	1
subject308	2
subject309	5
subject310	1
subject311	5
subject312	5
subject313	5
subject314	2
subject315	5
subject316	5
subject317	1
subject318	5
subject319	1
subject320	5
subject321	5
subject322	5
subject323	5
subject324	1
subject325	1
subject326	2
subject327	2
subject328	2
subject329	5
subject330	3
subject331	5
subject332	5
subject333	5
subject334	2
subject335	1
subject336	1
subject337	3
subject338	1
subject339	2
subject340	3
subject341	1
subject342	1
subject343	3
subject344	5
subject345	3
subject346	2
subject347	4
subject348	1
subject349	5
subject350	3
subject351	1
subject352	1
subject353	5
subject354	3
subject355	5
subject356	1
subject357	1
subject358	3
subject359	5
subject360	4
subject361	5
subject362	2
subject363	1
subject364	4
subject365	2
subject366	5
subject367	1
subject368	2
subject369	1
subject370	1
subject371	5
subject372	5
subject373	3
subject374	3
subject375	5
subject376	5
subject377	3
subject378	3
subject379	1
subject380	1
subject381	5
subject382	1
subject383	5
subject384	1
subject385	5
subject386	5
subject387	5
subject388	1
subject389	1
subject390	1
subject391	3
subject392	2
subject393	3
subject394	1
subject395	2
subject396	3
subject397	1
subject398	1
subject399	1
subject400	1
subject401	1
subject402	1
subject403	1
subject404	5
subject405	3
subject406	2
subject407	3
subject408	4
subject409	3
subject410	1
subject411	1
subject412	3
subject413	1
subject414	5
subject415	1
subject416	1
subject417	2
subject418	1
subject419	1
subject420	1
subject421	2
subject422	5
subject423	1
subject424	2
subject425	2
subject426	2
subject427	3
subject428	5
subject429	1
subject430	3
subject431	2
subject432	2
subject433	3
subject434	3
subject435	3
subject436	3
subject437	1
subject438	2
subject439	5
subject440	5
subject441	3
subject442	5
subject443	1
subject444	1
subject445	1
subject446	5
subject447	1
subject448	1
subject449	3
subject450	5
subject451	1
subject452	1
subject453	3
subject454	5
subject455	4
subject456	3
subject457	1
subject458	2
subject459	5
subject460	5
subject461	3
subject462	1
subject463	3
subject464	2
subject465	5
subject466	5
subject467	2
subject468	2
subject469	3
subject470	1
subject471	2
subject472	5
subject473	5
subject474	3
subject475	3
subject476	3
subject477	1
subject478	5
subject479	2
subject480	5
subject481	1
subject482	1
subject483	1
subject484	3
subject485	4
subject486	5
subject487	1
subject488	1
subject489	1
subject490	3
subject491	5
subject492	1
subject493	1
subject494	5
subject495	5
subject496	1
subject497	4
subject498	3
subject499	2
subject500	1
subject501	1
subject502	2
subject503	1
subject504	1
subject505	1
subject506	5
subject507	1
subject508	1
subject509	1
subject510	5
subject511	1
subject512	5
subject513	1
subject514	5
subject515	4
subject516	5
subject517	5
subject518	1
subject519	4
subject520	2
subject521	2
subject522	1
subject523	1
subject524	2
subject525	5
subject526	5
subject527	2
subject528	5
subject529	3
subject530	1
subject531	2
subject532	4
subject533	2
subject534	1
subject535	5
subject536	1
subject537	1
subject538	1
subject539	1
subject540	4
subject541	3
subject542	1
subject543	5
subject544	2
subject545	1
subject546	5
subject547	1
subject548	5
subject549	5
subject550	4
subject551	1
subject552	5
subject553	3
subject554	1
subject555	5
subject556	1
subject557	3
subject558	1
subject559	3
subject560	5
subject561	3
subject562	3
subject563	3
subject564	4
subject565	2
subject566	1
subject567	1
subject568	2
subject569	4
subject570	5
subject571	1
subject572	3
subject573	5
subject574	3
subject575	4
subject576	1
subject577	5
subject578	1
subject579	1
subject580	1
subject581	3
subject582	1
subject583	5
subject584	3
subject585	3
subject586	4
subject587	3
subject588	4
subject589	1
subject590	1
subject591	1
subject592	4
subject593	5
subject594	5
subject595	3
subject596	3
subject597	5
subject598	3
subject599	3
subject600	5
subject601	5
subject602	4
subject603	4
subject604	5
subject605	1
subject606	4
subject607	1
subject608	5
subject609	2
subject610	5
subject611	5
subject612	3
subject613	1
subject614	4
subject615	1
subject616	3
subject617	3
subject618	1
subject619	1
subject620	2
subject621	2
subject622	5
subject623	1
subject624	5
subject625	1
subject626	2
subject627	2
subject628	1
subject629	1
subject630	1
subject631	2
subject632	5
subject633	1
subject634	5
subject635	5
subject636	1
subject637	5
subject638	1
subject639	3
subject640	3
subject641	5
subject642	5
subject643	1
subject644	5
subject645	1
subject646	3
subject647	3
subject648	1
subject649	1
subject650	1
subject651	3
subject652	1
subject653	1
subject654	2
subject655	3
subject656	1
subject657	4
subject658	5
subject659	5
subject660	3
subject661	1
subject662	5
subject663	5
subject664	4
subject665	3
subject666	4
subject667	5
subject668	1
subject669	1
subject670	4
subject671	2
subject672	3
subject673	4
subject674	5
subject675	3
subject676	5
subject677	1
subject678	5
subject679	5
subject680	5
subject681	5
subject682	2
subject683	4
subject684	1
subject685	4
subject686	5
subject687	1
subject688	5
subject689	5
subject690	1
subject691	1
subject692	5
subject693	2
subject694	1
subject695	1
subject696	2
subject697	5
subject698	1
subject699	1
subject700	1
subject701	2
subject702	5
subject703	5
subject704	1
subject705	2
subject706	3
subject707	1
subject708	1
subject709	1
subject710	1
subject711	2
subject712	5
subject713	3
subject714	2
subject715	2
subject716	4
subject717	1
subject718	5
subject719	4
subject720	1
subject721	2
subject722	1
subject723	2
subject724	5
subject725	5
subject726	4
subject727	3
subject728	4
subject729	3
subject730	3
subject731	1
subject732	1
subject733	5
subject734	5
subject735	3
subject736	5
subject737	5
subject738	4
subject739	1
subject740	3
subject741	1
subject742	1
subject743	2
subject744	2
subject745	1
subject746	3
subject747	1
subject748	5
subject749	2
subject750	4
subject751	1
subject752	5
subject753	1
subject754	2
subject755	3
subject756	5
subject757	4
subject758	4
subject759	2
subject760	3
subject761	1
subject762	3
subject763	4
subject764	1
subject765	5
subject766	5
subject767	1
subject768	1
subject769	4
subject770	5
subject771	1
subject772	1
subject773	1
subject774	1
subject775	4
subject776	5
subject777	4
subject778	1
subject779	5
subject780	4
subject781	5
subject782	1
subject783	1
subject784	1
subject785	3
subject786	4
subject787	4
subject788	4
subject789	1
subject790	3
subject791	1
subject792	1
subject793	3
subject794	1
subject795	5
subject796	2
subject797	1
subject798	1
subject799	5
subject800	1
subject801	1
subject802	1
subject803	3
subject804	2
subject805	3
subject806	3
subject807	1
subject808	3
subject809	5
subject810	4
subject811	4
subject812	2
subject813	5
subject814	4
subject815	4
subject816	5
subject817	5
subject818	5
subject819	1
subject820	5
subject821	5
subject822	5
subject823	3
subject824	5
subject825	3
subject826	2
subject827	1
subject828	2
subject829	3
subject830	5
subject831	3
subject832	4
subject833	1
subject834	1
subject835	5
subject836	1
subject837	1
subject838	2
subject839	1
subject840	3
subject841	2
subject842	1
subject843	3
subject844	4
subject845	5
subject846	5
subject847	2
subject848	1
subject849	1
subject850	1
subject851	4
subject852	1
subject853	5
subject854	5
subject855	5
subject856	1
subject857	5
subject858	3
subject859	1
subject860	1
subject861	4
subject862	1
subject863	3
subject864	5
subject865	3
subject866	5
subject867	5
subject868	5
subject869	5
subject870	1
subject871	2
subject872	3
subject873	3
subject874	5
subject875	1
subject876	1
subject877	5
subject878	1
subject879	5
subject880	2
subject881	1
subject882	1
subject883	3
subject884	2
subject885	5
subject886	2
subject887	3
subject888	5
subject889	2
subject890	1
subject891	3
subject892	3
subject893	1
subject894	3
subject895	2
subject896	1
subject897	5
subject898	1
subject899	1
subject900	1
subject901	1
subject902	1
subject903	4
subject904	2
subject905	1
subject906	1
subject907	1
subject908	1
subject909	1
subject910	1
subject911	2
subject912	3
subject913	3
subject914	1
subject915	5
subject916	1
subject917	4
subject918	1
subject919	3
subject920	5
subject921	1
subject922	1
subject923	1
subject924	1
subject925	3
subject926	1
subject927	1
subject928	2
subject929	3
subject930	1
subject931	5
subject932	5
subject933	5
subject934	2
subject935	1
subject936	1
subject937	4
subject938	1
subject939	5
subject940	1
subject941	5
subject942	1
subject943	1
subject944	5
subject945	1
subject946	5
subject947	1
subject948	3
subject949	3
subject950	1
subject951	5
subject952	5
subject953	3
subject954	4
subject955	3
subject956	2
subject957	2
subject958	2
subject959	5
subject960	5
subject961	2
subject962	1
subject963	1
subject964	3
subject965	1
subject966	3
subject967	5
subject968	1
subject969	1
subject970	3
subject971	5
subject972	1
subject973	3
subject974	1
subject975	5
subject976	5
subject977	2
subject978	5
subject979	1
subject980	1
subject981	5
subject982	5
subject983	5
subject984	5
subject985	1
subject986	1
subject987	5
subject988	3
subject989	2
subject990	1
subject991	3
subject992	5
subject993	5
subject994	5
subject995	5
subject996	1
subject997	3
subject998	3
subject999	5
subject1000	5
