subjects	cluster.id
4058	subject4058	7
477	subject477	10
7823	subject7823	5
6422	subject6422	9
9107	subject9107	9
8366	subject8366	2
6041	subject6041	3
3917	subject3917	9
5654	subject5654	6
9536	subject9536	3
5076	subject5076	6
5098	subject5098	8
4694	subject4694	3
6329	subject6329	1
5791	subject5791	2
7586	subject7586	7
8973	subject8973	1
1632	subject1632	9
2285	subject2285	6
426	subject426	3
9106	subject9106	10
6731	subject6731	8
528	subject528	10
2221	subject2221	6
6574	subject6574	4
9615	subject9615	1
2939	subject2939	5
7141	subject7141	3
5429	subject5429	2
2767	subject2767	9
9802	subject9802	9
3169	subject3169	8
4933	subject4933	8
9820	subject9820	8
2781	subject2781	3
602	subject602	6
3847	subject3847	5
4094	subject4094	7
4497	subject4497	9
8309	subject8309	2
3194	subject3194	6
9831	subject9831	1
973	subject973	9
5010	subject5010	1
9128	subject9128	1
4614	subject4614	9
6717	subject6717	2
5110	subject5110	10
2281	subject2281	8
4766	subject4766	3
1069	subject1069	5
7339	subject7339	1
3495	subject3495	3
6514	subject6514	5
9012	subject9012	5
7274	subject7274	1
1218	subject1218	1
256	subject256	3
7179	subject7179	5
8398	subject8398	2
9868	subject9868	3
7552	subject7552	5
3707	subject3707	1
8315	subject8315	4
4702	subject4702	5
9180	subject9180	1
8282	subject8282	6
6158	subject6158	4
4990	subject4990	3
8283	subject8283	3
7346	subject7346	1
7609	subject7609	10
2117	subject2117	2
3100	subject3100	10
4442	subject4442	10
5379	subject5379	2
6448	subject6448	6
1573	subject1573	6
4571	subject4571	1
5116	subject5116	2
4906	subject4906	8
7457	subject7457	10
9772	subject9772	6
8481	subject8481	5
2133	subject2133	2
7539	subject7539	7
7360	subject7360	7
5751	subject5751	8
5614	subject5614	2
3095	subject3095	5
3480	subject3480	4
2915	subject2915	6
385	subject385	10
112	subject112	9
9830	subject9830	6
854	subject854	9
3705	subject3705	9
4659	subject4659	1
5998	subject5998	3
2413	subject2413	1
2962	subject2962	8
6248	subject6248	10
4895	subject4895	4
8887	subject8887	2
8346	subject8346	6
3523	subject3523	1
2975	subject2975	6
9611	subject9611	8
7382	subject7382	1
4477	subject4477	10
8792	subject8792	4
589	subject589	4
2813	subject2813	3
9192	subject9192	1
7407	subject7407	4
5925	subject5925	1
2339	subject2339	6
836	subject836	5
361	subject361	4
8424	subject8424	9
3453	subject3453	6
324	subject324	3
8423	subject8423	5
4824	subject4824	9
9236	subject9236	9
5242	subject5242	10
5853	subject5853	6
7070	subject7070	7
4	subject4	5
5911	subject5911	5
7654	subject7654	1
4625	subject4625	1
6205	subject6205	10
2236	subject2236	5
4220	subject4220	1
8048	subject8048	1
2541	subject2541	6
7731	subject7731	7
5627	subject5627	8
2786	subject2786	4
9368	subject9368	10
2239	subject2239	10
4084	subject4084	2
9477	subject9477	2
9291	subject9291	1
1110	subject1110	5
397	subject397	6
8519	subject8519	6
1454	subject1454	5
1302	subject1302	5
2069	subject2069	8
9474	subject9474	6
4771	subject4771	7
6208	subject6208	8
3825	subject3825	3
3457	subject3457	2
2664	subject2664	5
2880	subject2880	5
9712	subject9712	6
4750	subject4750	2
7176	subject7176	1
7390	subject7390	4
639	subject639	8
6757	subject6757	9
9551	subject9551	5
7059	subject7059	3
1306	subject1306	5
5678	subject5678	2
3864	subject3864	8
9585	subject9585	1
1499	subject1499	5
9404	subject9404	7
2203	subject2203	3
3988	subject3988	7
8971	subject8971	5
4138	subject4138	5
1214	subject1214	8
7598	subject7598	2
2523	subject2523	4
1095	subject1095	8
4860	subject4860	3
8534	subject8534	10
133	subject133	2
6898	subject6898	1
8717	subject8717	10
5690	subject5690	3
6362	subject6362	4
4437	subject4437	10
4072	subject4072	6
5084	subject5084	6
1585	subject1585	6
6575	subject6575	3
9951	subject9951	2
1710	subject1710	10
7496	subject7496	5
7443	subject7443	1
6676	subject6676	1
8295	subject8295	8
3324	subject3324	8
9502	subject9502	5
7412	subject7412	1
5059	subject5059	4
5364	subject5364	6
8839	subject8839	4
3630	subject3630	5
7241	subject7241	4
5445	subject5445	4
180	subject180	9
9365	subject9365	9
8547	subject8547	9
9667	subject9667	10
3502	subject3502	4
2526	subject2526	10
9734	subject9734	9
3107	subject3107	6
6956	subject6956	8
8117	subject8117	6
1507	subject1507	10
3150	subject3150	8
2287	subject2287	10
9630	subject9630	10
1656	subject1656	8
1090	subject1090	1
9936	subject9936	5
2261	subject2261	2
8300	subject8300	8
8831	subject8831	8
6672	subject6672	1
7856	subject7856	9
9428	subject9428	1
1755	subject1755	10
613	subject613	1
9145	subject9145	2
8589	subject8589	7
3101	subject3101	8
3277	subject3277	6
6173	subject6173	1
6983	subject6983	5
6780	subject6780	3
917	subject917	1
8991	subject8991	10
7679	subject7679	4
516	subject516	3
1923	subject1923	1
714	subject714	8
2925	subject2925	7
8504	subject8504	10
2824	subject2824	10
4577	subject4577	1
1127	subject1127	4
3640	subject3640	8
3248	subject3248	5
90	subject90	5
7055	subject7055	9
9285	subject9285	2
3756	subject3756	5
9663	subject9663	2
211	subject211	9
2855	subject2855	4
3610	subject3610	10
9949	subject9949	7
3307	subject3307	1
2174	subject2174	8
5927	subject5927	3
4408	subject4408	10
8909	subject8909	8
2284	subject2284	9
1870	subject1870	9
4421	subject4421	10
2961	subject2961	9
7309	subject7309	5
3165	subject3165	5
2841	subject2841	2
6861	subject6861	5
8045	subject8045	1
4081	subject4081	1
3491	subject3491	2
3336	subject3336	7
6773	subject6773	1
4992	subject4992	8
8784	subject8784	10
6821	subject6821	8
5086	subject5086	6
4047	subject4047	8
562	subject562	10
2447	subject2447	10
8356	subject8356	3
768	subject768	5
9578	subject9578	10
9563	subject9563	4
3206	subject3206	1
4277	subject4277	3
4433	subject4433	8
8595	subject8595	8
9084	subject9084	8
9513	subject9513	6
7991	subject7991	10
9616	subject9616	7
3385	subject3385	2
6679	subject6679	3
2213	subject2213	10
3208	subject3208	1
3978	subject3978	8
7209	subject7209	3
9020	subject9020	7
7075	subject7075	6
7668	subject7668	1
8352	subject8352	9
6404	subject6404	10
3532	subject3532	1
4017	subject4017	5
5636	subject5636	3
2544	subject2544	4
2629	subject2629	1
5842	subject5842	9
3337	subject3337	6
6881	subject6881	8
2196	subject2196	5
6681	subject6681	10
7742	subject7742	10
1837	subject1837	9
198	subject198	9
8163	subject8163	9
6669	subject6669	6
8138	subject8138	5
9624	subject9624	10
6087	subject6087	1
1781	subject1781	1
6100	subject6100	5
2459	subject2459	7
796	subject796	6
8210	subject8210	2
9715	subject9715	6
4529	subject4529	2
993	subject993	3
6285	subject6285	10
5387	subject5387	5
1077	subject1077	5
8133	subject8133	3
7437	subject7437	6
4482	subject4482	6
9957	subject9957	6
1209	subject1209	6
9778	subject9778	7
2595	subject2595	9
808	subject808	3
1323	subject1323	8
6219	subject6219	10
9443	subject9443	10
8554	subject8554	1
627	subject627	3
3635	subject3635	8
8636	subject8636	2
7269	subject7269	6
4691	subject4691	2
3053	subject3053	6
3379	subject3379	9
3686	subject3686	3
2952	subject2952	5
243	subject243	1
3288	subject3288	7
9816	subject9816	1
7641	subject7641	10
6381	subject6381	6
9713	subject9713	5
5327	subject5327	3
3222	subject3222	4
5060	subject5060	6
323	subject323	1
1270	subject1270	5
3017	subject3017	5
9418	subject9418	3
3624	subject3624	6
8616	subject8616	5
5611	subject5611	6
4235	subject4235	2
8190	subject8190	5
4720	subject4720	1
1857	subject1857	6
6642	subject6642	5
9468	subject9468	4
8662	subject8662	4
8178	subject8178	8
6154	subject6154	4
9147	subject9147	4
7299	subject7299	6
4183	subject4183	8
2398	subject2398	5
1217	subject1217	3
8919	subject8919	10
8046	subject8046	6
7507	subject7507	1
1014	subject1014	6
1541	subject1541	3
3274	subject3274	10
6715	subject6715	2
8376	subject8376	3
3911	subject3911	10
967	subject967	8
5720	subject5720	4
8947	subject8947	6
5518	subject5518	2
7783	subject7783	9
3780	subject3780	1
8341	subject8341	9
8198	subject8198	3
4206	subject4206	1
3687	subject3687	10
1843	subject1843	7
911	subject911	5
1044	subject1044	4
1559	subject1559	3
544	subject544	9
7692	subject7692	9
1722	subject1722	10
7294	subject7294	4
8594	subject8594	8
3743	subject3743	9
3748	subject3748	5
9453	subject9453	3
4279	subject4279	9
8815	subject8815	7
8484	subject8484	6
4675	subject4675	4
7123	subject7123	10
4472	subject4472	5
9384	subject9384	3
9946	subject9946	8
1906	subject1906	6
8054	subject8054	5
1477	subject1477	10
4184	subject4184	9
2941	subject2941	8
3674	subject3674	5
4887	subject4887	3
4116	subject4116	9
6916	subject6916	6
3376	subject3376	10
8	subject8	4
5626	subject5626	9
5126	subject5126	5
2570	subject2570	1
4679	subject4679	3
7805	subject7805	10
1385	subject1385	4
3507	subject3507	10
9335	subject9335	1
6150	subject6150	2
5290	subject5290	2
1588	subject1588	3
406	subject406	10
9450	subject9450	5
8820	subject8820	7
5362	subject5362	1
9307	subject9307	1
3573	subject3573	9
9638	subject9638	1
5682	subject5682	7
2052	subject2052	4
75	subject75	4
1610	subject1610	5
6182	subject6182	4
4327	subject4327	6
5900	subject5900	4
236	subject236	9
1621	subject1621	10
8621	subject8621	5
1960	subject1960	7
2360	subject2360	7
4019	subject4019	9
9445	subject9445	3
2927	subject2927	9
968	subject968	3
6920	subject6920	2
3411	subject3411	10
8275	subject8275	3
9038	subject9038	8
9119	subject9119	4
8583	subject8583	6
2568	subject2568	10
2729	subject2729	3
5213	subject5213	5
3827	subject3827	8
9793	subject9793	1
4831	subject4831	1
2942	subject2942	6
894	subject894	4
5448	subject5448	3
2660	subject2660	7
858	subject858	8
2327	subject2327	4
3108	subject3108	3
1872	subject1872	5
4938	subject4938	2
5451	subject5451	9
9993	subject9993	1
4551	subject4551	7
6471	subject6471	7
8432	subject8432	5
5079	subject5079	3
9571	subject9571	9
2709	subject2709	10
9564	subject9564	2
7192	subject7192	10
826	subject826	3
2553	subject2553	3
8115	subject8115	3
6147	subject6147	5
8082	subject8082	8
7003	subject7003	1
9028	subject9028	1
7132	subject7132	3
6092	subject6092	10
6268	subject6268	3
8889	subject8889	7
1765	subject1765	9
8062	subject8062	4
3008	subject3008	5
6623	subject6623	9
220	subject220	4
1316	subject1316	8
2365	subject2365	4
9749	subject9749	1
2728	subject2728	8
5683	subject5683	5
410	subject410	9
2114	subject2114	6
4640	subject4640	1
3330	subject3330	6
2717	subject2717	1
4944	subject4944	1
5106	subject5106	3
8161	subject8161	3
7913	subject7913	4
8942	subject8942	9
769	subject769	8
1823	subject1823	2
9401	subject9401	10
3018	subject3018	2
1981	subject1981	10
1705	subject1705	1
6655	subject6655	3
8416	subject8416	8
3776	subject3776	7
8041	subject8041	8
1415	subject1415	3
4641	subject4641	2
9583	subject9583	10
3299	subject3299	8
2263	subject2263	3
5686	subject5686	4
4468	subject4468	10
1276	subject1276	6
5450	subject5450	1
5267	subject5267	8
4219	subject4219	10
9071	subject9071	10
8528	subject8528	8
3623	subject3623	6
9098	subject9098	8
6053	subject6053	1
1167	subject1167	7
2670	subject2670	5
9341	subject9341	2
1863	subject1863	3
8456	subject8456	1
8444	subject8444	1
1470	subject1470	3
9730	subject9730	10
8037	subject8037	1
5066	subject5066	8
9043	subject9043	6
9739	subject9739	5
357	subject357	9
1201	subject1201	10
8040	subject8040	5
871	subject871	8
5378	subject5378	3
2276	subject2276	4
5800	subject5800	2
926	subject926	4
9893	subject9893	5
1185	subject1185	4
1467	subject1467	4
1365	subject1365	8
1192	subject1192	1
1887	subject1887	2
3612	subject3612	2
1248	subject1248	1
9208	subject9208	10
1023	subject1023	8
7485	subject7485	9
8261	subject8261	3
8951	subject8951	5
3967	subject3967	3
5160	subject5160	2
9934	subject9934	6
571	subject571	7
9348	subject9348	5
4718	subject4718	2
1056	subject1056	2
1922	subject1922	7
2260	subject2260	5
1143	subject1143	10
5033	subject5033	8
5836	subject5836	6
6560	subject6560	7
6346	subject6346	5
5000	subject5000	2
9225	subject9225	1
5656	subject5656	2
8879	subject8879	9
1778	subject1778	9
313	subject313	2
6860	subject6860	6
7243	subject7243	4
4609	subject4609	5
3579	subject3579	5
5074	subject5074	1
7600	subject7600	4
7200	subject7200	1
4445	subject4445	9
215	subject215	2
3213	subject3213	3
7601	subject7601	9
9655	subject9655	2
5526	subject5526	9
8969	subject8969	4
6481	subject6481	6
5594	subject5594	8
9497	subject9497	5
8266	subject8266	7
6324	subject6324	2
2011	subject2011	1
6770	subject6770	8
6893	subject6893	5
9405	subject9405	1
5149	subject5149	2
707	subject707	5
3737	subject3737	6
3508	subject3508	8
6498	subject6498	2
6178	subject6178	6
1850	subject1850	10
3789	subject3789	4
4759	subject4759	2
6407	subject6407	3
9849	subject9849	10
3250	subject3250	8
1264	subject1264	9
3965	subject3965	5
3521	subject3521	6
4779	subject4779	2
2893	subject2893	2
5266	subject5266	10
3726	subject3726	6
4067	subject4067	2
2101	subject2101	2
9826	subject9826	5
463	subject463	2
5931	subject5931	8
7752	subject7752	1
1332	subject1332	10
6250	subject6250	2
9184	subject9184	4
3218	subject3218	6
4518	subject4518	3
669	subject669	8
2518	subject2518	3
1742	subject1742	7
779	subject779	9
6488	subject6488	2
992	subject992	1
1427	subject1427	4
9632	subject9632	7
3236	subject3236	8
6050	subject6050	2
7929	subject7929	6
5165	subject5165	8
7195	subject7195	8
634	subject634	10
2643	subject2643	6
4751	subject4751	1
4856	subject4856	9
6749	subject6749	9
5738	subject5738	6
1743	subject1743	2
2645	subject2645	1
6301	subject6301	9
822	subject822	1
5376	subject5376	8
5596	subject5596	9
3118	subject3118	10
1918	subject1918	9
5254	subject5254	1
2154	subject2154	8
9067	subject9067	2
1576	subject1576	2
4179	subject4179	7
8744	subject8744	6
7566	subject7566	8
6070	subject6070	4
2903	subject2903	7
7575	subject7575	4
6862	subject6862	9
7935	subject7935	4
1846	subject1846	4
5915	subject5915	9
3512	subject3512	4
3188	subject3188	4
3563	subject3563	8
5019	subject5019	9
4320	subject4320	9
