subjects	cluster.id
1631	subject1631	3
4238	subject4238	5
7768	subject7768	5
1756	subject1756	8
6882	subject6882	5
9682	subject9682	5
1357	subject1357	1
784	subject784	3
464	subject464	7
4575	subject4575	5
5020	subject5020	6
5315	subject5315	6
1091	subject1091	5
3496	subject3496	1
9112	subject9112	4
7622	subject7622	4
3478	subject3478	1
382	subject382	5
3046	subject3046	7
4388	subject4388	1
5558	subject5558	4
5316	subject5316	6
4856	subject4856	6
3346	subject3346	7
8677	subject8677	5
2966	subject2966	1
162	subject162	8
3856	subject3856	6
3712	subject3712	9
7494	subject7494	4
2593	subject2593	5
1254	subject1254	2
9471	subject9471	6
562	subject562	4
9587	subject9587	4
9000	subject9000	1
5646	subject5646	4
4309	subject4309	3
8101	subject8101	2
240	subject240	6
5746	subject5746	8
9133	subject9133	1
2517	subject2517	1
4728	subject4728	9
7842	subject7842	7
7428	subject7428	1
4039	subject4039	8
241	subject241	1
8671	subject8671	1
9921	subject9921	8
7746	subject7746	6
9514	subject9514	5
6770	subject6770	1
3743	subject3743	9
4563	subject4563	3
295	subject295	7
2933	subject2933	3
1906	subject1906	1
1420	subject1420	1
1247	subject1247	6
5520	subject5520	3
3780	subject3780	6
1712	subject1712	7
6338	subject6338	1
6901	subject6901	2
5373	subject5373	1
5139	subject5139	3
7038	subject7038	1
9671	subject9671	6
7204	subject7204	1
9108	subject9108	8
9421	subject9421	4
6916	subject6916	1
7654	subject7654	7
3765	subject3765	3
483	subject483	8
716	subject716	5
9665	subject9665	7
4854	subject4854	3
8587	subject8587	4
1271	subject1271	6
7314	subject7314	2
3208	subject3208	8
7044	subject7044	1
8076	subject8076	2
550	subject550	5
6471	subject6471	5
3568	subject3568	8
4624	subject4624	1
2944	subject2944	6
8002	subject8002	8
9445	subject9445	9
2494	subject2494	6
9726	subject9726	1
6782	subject6782	6
5047	subject5047	6
5670	subject5670	6
5237	subject5237	7
9046	subject9046	5
9945	subject9945	6
8559	subject8559	7
8845	subject8845	1
4713	subject4713	8
1852	subject1852	5
6066	subject6066	1
4895	subject4895	1
8670	subject8670	3
5887	subject5887	4
9448	subject9448	5
6620	subject6620	9
8362	subject8362	1
4688	subject4688	2
4991	subject4991	3
425	subject425	2
5291	subject5291	2
8917	subject8917	4
3196	subject3196	1
70	subject70	4
8169	subject8169	4
8575	subject8575	4
7493	subject7493	7
4942	subject4942	3
581	subject581	6
5258	subject5258	6
8028	subject8028	1
7083	subject7083	5
9529	subject9529	1
2569	subject2569	6
3787	subject3787	2
5255	subject5255	1
9579	subject9579	1
4135	subject4135	5
5737	subject5737	1
1800	subject1800	2
1907	subject1907	9
7169	subject7169	2
947	subject947	8
8766	subject8766	4
8409	subject8409	1
976	subject976	2
7464	subject7464	4
9824	subject9824	8
6871	subject6871	6
7058	subject7058	2
8970	subject8970	7
2018	subject2018	1
1040	subject1040	6
2024	subject2024	7
9601	subject9601	2
7653	subject7653	4
7018	subject7018	1
6939	subject6939	6
378	subject378	4
4605	subject4605	6
6395	subject6395	7
5640	subject5640	4
1593	subject1593	4
1207	subject1207	2
39	subject39	1
5545	subject5545	1
4095	subject4095	5
989	subject989	3
3125	subject3125	5
8732	subject8732	5
8642	subject8642	1
2675	subject2675	6
2711	subject2711	1
5374	subject5374	1
6505	subject6505	1
4896	subject4896	4
2059	subject2059	6
8816	subject8816	2
348	subject348	4
4783	subject4783	9
8035	subject8035	7
710	subject710	1
5380	subject5380	6
126	subject126	8
7537	subject7537	6
4882	subject4882	6
9933	subject9933	4
6948	subject6948	2
9033	subject9033	5
5277	subject5277	4
4663	subject4663	3
7831	subject7831	4
2824	subject2824	1
1804	subject1804	7
652	subject652	10
37	subject37	5
1673	subject1673	7
787	subject787	4
8338	subject8338	4
9233	subject9233	1
7117	subject7117	6
692	subject692	7
4073	subject4073	4
1825	subject1825	6
4054	subject4054	1
225	subject225	4
8614	subject8614	8
5452	subject5452	1
6408	subject6408	8
2997	subject2997	6
1386	subject1386	4
513	subject513	1
4065	subject4065	8
3795	subject3795	10
1209	subject1209	6
1591	subject1591	6
4124	subject4124	5
4160	subject4160	4
4325	subject4325	10
1023	subject1023	1
2446	subject2446	5
8576	subject8576	7
2536	subject2536	5
8795	subject8795	6
7796	subject7796	5
5087	subject5087	2
3085	subject3085	10
4288	subject4288	6
2039	subject2039	8
7253	subject7253	7
7599	subject7599	1
4368	subject4368	7
9016	subject9016	3
8713	subject8713	3
4584	subject4584	8
3194	subject3194	4
5686	subject5686	7
1542	subject1542	5
5774	subject5774	6
7834	subject7834	6
9914	subject9914	2
8436	subject8436	7
3070	subject3070	1
4702	subject4702	1
4939	subject4939	9
4657	subject4657	1
7385	subject7385	1
5202	subject5202	5
4577	subject4577	2
2764	subject2764	1
9929	subject9929	9
3209	subject3209	6
4615	subject4615	1
6903	subject6903	2
5702	subject5702	1
3293	subject3293	1
3724	subject3724	3
8984	subject8984	2
8132	subject8132	6
5278	subject5278	9
2859	subject2859	1
9494	subject9494	1
5215	subject5215	2
6968	subject6968	6
1991	subject1991	1
8777	subject8777	5
9631	subject9631	1
3009	subject3009	6
2267	subject2267	8
6972	subject6972	3
1140	subject1140	2
6633	subject6633	8
6837	subject6837	10
6065	subject6065	1
8649	subject8649	5
2956	subject2956	1
1270	subject1270	8
9261	subject9261	6
9533	subject9533	8
6870	subject6870	6
2346	subject2346	1
9449	subject9449	2
8205	subject8205	1
4197	subject4197	1
9466	subject9466	6
8138	subject8138	2
2165	subject2165	1
6302	subject6302	4
4011	subject4011	1
6579	subject6579	5
8075	subject8075	1
3314	subject3314	2
1025	subject1025	1
1176	subject1176	4
1163	subject1163	4
578	subject578	7
7804	subject7804	6
5810	subject5810	2
1087	subject1087	3
4840	subject4840	7
1703	subject1703	6
4277	subject4277	1
6240	subject6240	4
7764	subject7764	1
2174	subject2174	6
9585	subject9585	7
2225	subject2225	7
6067	subject6067	1
4464	subject4464	8
7228	subject7228	6
3434	subject3434	9
9247	subject9247	2
7303	subject7303	1
7475	subject7475	3
4929	subject4929	8
4164	subject4164	1
5673	subject5673	1
8434	subject8434	4
6737	subject6737	5
506	subject506	1
9660	subject9660	6
9014	subject9014	4
696	subject696	1
2601	subject2601	2
342	subject342	2
9654	subject9654	3
1011	subject1011	1
9093	subject9093	8
1579	subject1579	5
9977	subject9977	6
7605	subject7605	6
3376	subject3376	2
183	subject183	7
4570	subject4570	7
5275	subject5275	3
1235	subject1235	6
2122	subject2122	7
5891	subject5891	1
4560	subject4560	1
8932	subject8932	2
4997	subject4997	4
3588	subject3588	9
9242	subject9242	1
1227	subject1227	6
4893	subject4893	7
6607	subject6607	2
8634	subject8634	1
5561	subject5561	1
220	subject220	2
3276	subject3276	3
6521	subject6521	8
8309	subject8309	9
5920	subject5920	7
6488	subject6488	1
8860	subject8860	1
7771	subject7771	8
6511	subject6511	8
4461	subject4461	1
9978	subject9978	4
4451	subject4451	8
9081	subject9081	8
8632	subject8632	2
5376	subject5376	5
3058	subject3058	1
845	subject845	8
9383	subject9383	6
3371	subject3371	4
1487	subject1487	7
397	subject397	2
6268	subject6268	5
8156	subject8156	2
7413	subject7413	3
3756	subject3756	7
6764	subject6764	1
2450	subject2450	8
1146	subject1146	4
6059	subject6059	7
7472	subject7472	8
3781	subject3781	4
7242	subject7242	3
3629	subject3629	5
3235	subject3235	10
6116	subject6116	7
3415	subject3415	9
9429	subject9429	7
1467	subject1467	6
5191	subject5191	1
6429	subject6429	8
1248	subject1248	4
529	subject529	9
5620	subject5620	4
2891	subject2891	3
54	subject54	5
394	subject394	5
5864	subject5864	1
6635	subject6635	6
4367	subject4367	7
9642	subject9642	7
7299	subject7299	5
2001	subject2001	6
2753	subject2753	4
2508	subject2508	6
1084	subject1084	7
1447	subject1447	7
7435	subject7435	2
5602	subject5602	8
6159	subject6159	6
9538	subject9538	10
2849	subject2849	5
1824	subject1824	8
3328	subject3328	7
7915	subject7915	7
9053	subject9053	3
6978	subject6978	1
8284	subject8284	8
6864	subject6864	9
8062	subject8062	7
5900	subject5900	4
4132	subject4132	6
8412	subject8412	2
637	subject637	5
1608	subject1608	9
2416	subject2416	9
6054	subject6054	1
2853	subject2853	3
6628	subject6628	1
4696	subject4696	8
2166	subject2166	1
2578	subject2578	7
1429	subject1429	2
7778	subject7778	5
7223	subject7223	4
4762	subject4762	5
4294	subject4294	10
8052	subject8052	8
2323	subject2323	1
1206	subject1206	7
9440	subject9440	1
3820	subject3820	6
6774	subject6774	1
8715	subject8715	4
9480	subject9480	1
7328	subject7328	8
3087	subject3087	5
2254	subject2254	6
391	subject391	3
2201	subject2201	8
748	subject748	2
1431	subject1431	4
1391	subject1391	6
4953	subject4953	6
5936	subject5936	4
7368	subject7368	3
4257	subject4257	1
3808	subject3808	6
5863	subject5863	1
6339	subject6339	8
3667	subject3667	1
1506	subject1506	8
216	subject216	7
724	subject724	6
1759	subject1759	4
6808	subject6808	9
1741	subject1741	4
5635	subject5635	1
1535	subject1535	7
8310	subject8310	6
6693	subject6693	10
4755	subject4755	7
6830	subject6830	4
4205	subject4205	9
2882	subject2882	1
2649	subject2649	7
7043	subject7043	6
1984	subject1984	4
9591	subject9591	6
4170	subject4170	7
2630	subject2630	5
842	subject842	2
1256	subject1256	4
1924	subject1924	1
9454	subject9454	6
3896	subject3896	4
3666	subject3666	7
2694	subject2694	1
6911	subject6911	8
9895	subject9895	6
261	subject261	1
6147	subject6147	7
7552	subject7552	1
2437	subject2437	1
427	subject427	8
9777	subject9777	5
4224	subject4224	6
7357	subject7357	7
7974	subject7974	7
592	subject592	6
6308	subject6308	5
354	subject354	4
2723	subject2723	3
5663	subject5663	5
9701	subject9701	5
772	subject772	2
4776	subject4776	1
5234	subject5234	2
1508	subject1508	4
6751	subject6751	1
9764	subject9764	5
7348	subject7348	5
7206	subject7206	5
5337	subject5337	1
6761	subject6761	6
1562	subject1562	5
1826	subject1826	4
6797	subject6797	2
3718	subject3718	3
118	subject118	4
6577	subject6577	1
3844	subject3844	1
8721	subject8721	8
2699	subject2699	7
9754	subject9754	2
3596	subject3596	7
3601	subject3601	7
5689	subject5689	1
3349	subject3349	1
2182	subject2182	1
1730	subject1730	7
5906	subject5906	4
6040	subject6040	4
8073	subject8073	6
8659	subject8659	9
5539	subject5539	5
1185	subject1185	7
7136	subject7136	1
2886	subject2886	4
346	subject346	1
5092	subject5092	1
1099	subject1099	4
5813	subject5813	2
2489	subject2489	3
2906	subject2906	2
4413	subject4413	2
7801	subject7801	3
3202	subject3202	6
1422	subject1422	10
1833	subject1833	1
6252	subject6252	1
3561	subject3561	9
5146	subject5146	1
4629	subject4629	5
7649	subject7649	7
1002	subject1002	1
5378	subject5378	5
2774	subject2774	1
1307	subject1307	8
5377	subject5377	7
9051	subject9051	4
7429	subject7429	5
9831	subject9831	1
2620	subject2620	1
6093	subject6093	4
4330	subject4330	5
6049	subject6049	1
6926	subject6926	8
302	subject302	8
2622	subject2622	1
5971	subject5971	3
4761	subject4761	5
6491	subject6491	2
1375	subject1375	2
2901	subject2901	5
6345	subject6345	6
4576	subject4576	1
4316	subject4316	7
7444	subject7444	5
7972	subject7972	6
7442	subject7442	6
4113	subject4113	1
246	subject246	4
7158	subject7158	7
8273	subject8273	5
7661	subject7661	2
5401	subject5401	1
4826	subject4826	5
6850	subject6850	2
3899	subject3899	2
1691	subject1691	1
4685	subject4685	7
4832	subject4832	3
3652	subject3652	2
9947	subject9947	7
2224	subject2224	1
9176	subject9176	3
3342	subject3342	2
5104	subject5104	8
8066	subject8066	2
1740	subject1740	1
1072	subject1072	5
7271	subject7271	1
502	subject502	6
5179	subject5179	10
6674	subject6674	4
9219	subject9219	2
2067	subject2067	1
8977	subject8977	7
1278	subject1278	9
8948	subject8948	7
8190	subject8190	1
9673	subject9673	6
3175	subject3175	3
9880	subject9880	8
1873	subject1873	7
796	subject796	8
198	subject198	4
8153	subject8153	9
7711	subject7711	7
2169	subject2169	4
8503	subject8503	1
5039	subject5039	9
