subjects	cluster.id
171	subject171	1
1492	subject1492	4
8591	subject8591	2
2823	subject2823	3
3222	subject3222	3
4682	subject4682	1
2374	subject2374	1
8364	subject8364	1
6721	subject6721	4
6261	subject6261	4
2792	subject2792	4
3184	subject3184	3
2194	subject2194	1
8312	subject8312	3
8579	subject8579	3
8774	subject8774	4
904	subject904	4
8796	subject8796	3
1518	subject1518	1
6269	subject6269	2
590	subject590	2
8431	subject8431	4
700	subject700	5
6257	subject6257	4
4005	subject4005	4
6385	subject6385	3
9253	subject9253	2
3118	subject3118	3
3603	subject3603	5
7897	subject7897	4
7937	subject7937	1
5300	subject5300	4
9797	subject9797	3
9891	subject9891	4
6566	subject6566	3
2079	subject2079	5
1297	subject1297	5
7475	subject7475	1
314	subject314	1
5635	subject5635	2
9381	subject9381	1
1275	subject1275	1
8214	subject8214	2
9545	subject9545	5
9525	subject9525	3
5796	subject5796	4
4468	subject4468	3
3050	subject3050	1
50	subject50	5
3060	subject3060	3
6749	subject6749	4
8881	subject8881	2
1397	subject1397	5
1990	subject1990	5
6022	subject6022	5
9173	subject9173	5
7099	subject7099	2
9661	subject9661	3
2401	subject2401	1
9034	subject9034	5
4038	subject4038	1
6467	subject6467	5
6290	subject6290	1
778	subject778	3
5176	subject5176	5
7179	subject7179	5
7949	subject7949	4
1045	subject1045	2
8993	subject8993	5
867	subject867	2
1919	subject1919	1
281	subject281	5
4124	subject4124	5
8914	subject8914	3
1787	subject1787	1
4866	subject4866	3
5931	subject5931	2
1318	subject1318	3
9625	subject9625	2
3046	subject3046	3
3758	subject3758	5
6937	subject6937	4
7686	subject7686	4
9654	subject9654	2
986	subject986	5
4461	subject4461	5
2691	subject2691	5
4193	subject4193	2
6655	subject6655	3
6125	subject6125	5
9186	subject9186	1
6830	subject6830	4
4811	subject4811	3
5337	subject5337	1
9283	subject9283	2
2966	subject2966	3
3393	subject3393	4
3957	subject3957	1
5330	subject5330	3
4861	subject4861	5
3209	subject3209	4
3161	subject3161	5
5009	subject5009	5
5406	subject5406	2
6131	subject6131	2
2311	subject2311	4
542	subject542	4
8849	subject8849	5
1805	subject1805	1
3307	subject3307	3
7032	subject7032	1
172	subject172	1
2687	subject2687	2
2465	subject2465	2
95	subject95	5
227	subject227	2
4252	subject4252	4
8915	subject8915	5
7239	subject7239	5
3982	subject3982	1
3759	subject3759	5
2252	subject2252	4
8156	subject8156	3
5795	subject5795	3
1873	subject1873	4
764	subject764	3
4849	subject4849	2
5965	subject5965	4
9920	subject9920	5
1545	subject1545	4
5973	subject5973	5
2885	subject2885	5
329	subject329	4
2192	subject2192	4
1772	subject1772	5
7186	subject7186	3
8144	subject8144	4
1124	subject1124	2
3519	subject3519	3
2535	subject2535	3
3531	subject3531	4
7397	subject7397	5
805	subject805	2
6578	subject6578	2
2349	subject2349	4
2221	subject2221	2
1696	subject1696	3
3711	subject3711	3
8001	subject8001	3
9134	subject9134	4
7625	subject7625	3
5207	subject5207	1
376	subject376	4
7221	subject7221	4
1132	subject1132	2
7069	subject7069	2
5696	subject5696	3
9405	subject9405	4
2739	subject2739	5
4657	subject4657	4
7255	subject7255	2
361	subject361	4
6610	subject6610	1
6592	subject6592	4
7058	subject7058	1
5121	subject5121	4
3537	subject3537	5
7492	subject7492	5
7607	subject7607	1
7161	subject7161	4
1570	subject1570	1
7106	subject7106	2
3226	subject3226	1
5370	subject5370	2
9961	subject9961	1
1254	subject1254	2
5902	subject5902	2
5876	subject5876	4
4656	subject4656	4
1882	subject1882	5
155	subject155	1
13	subject13	1
5389	subject5389	2
5340	subject5340	4
1846	subject1846	2
6771	subject6771	1
6941	subject6941	1
8379	subject8379	2
4176	subject4176	3
5136	subject5136	4
6678	subject6678	4
3411	subject3411	3
7122	subject7122	4
3573	subject3573	4
7326	subject7326	4
2453	subject2453	1
9983	subject9983	2
5242	subject5242	3
8588	subject8588	2
7050	subject7050	3
6435	subject6435	1
7831	subject7831	3
5518	subject5518	2
4839	subject4839	1
5797	subject5797	2
4397	subject4397	1
5063	subject5063	1
9114	subject9114	4
929	subject929	2
574	subject574	2
5013	subject5013	3
548	subject548	1
6129	subject6129	3
9441	subject9441	1
8636	subject8636	4
6200	subject6200	2
5504	subject5504	3
8460	subject8460	4
8878	subject8878	3
7092	subject7092	1
6957	subject6957	1
4242	subject4242	1
7706	subject7706	2
4810	subject4810	4
5739	subject5739	1
4502	subject4502	1
255	subject255	2
3243	subject3243	5
3483	subject3483	2
3638	subject3638	1
2765	subject2765	1
4240	subject4240	3
5099	subject5099	5
6879	subject6879	5
1920	subject1920	4
527	subject527	5
8605	subject8605	3
5478	subject5478	4
8173	subject8173	2
3498	subject3498	5
2219	subject2219	1
5285	subject5285	1
2800	subject2800	4
1013	subject1013	4
8779	subject8779	1
4621	subject4621	1
5065	subject5065	1
8505	subject8505	1
9641	subject9641	1
7378	subject7378	1
3604	subject3604	5
5046	subject5046	1
3917	subject3917	4
2530	subject2530	4
878	subject878	4
9970	subject9970	2
4824	subject4824	4
2383	subject2383	2
7633	subject7633	3
9941	subject9941	3
2307	subject2307	1
8949	subject8949	1
930	subject930	3
312	subject312	2
7427	subject7427	4
8339	subject8339	3
3427	subject3427	4
4294	subject4294	5
7564	subject7564	2
9422	subject9422	1
5011	subject5011	5
7110	subject7110	2
3355	subject3355	3
5614	subject5614	4
1488	subject1488	1
9833	subject9833	4
9439	subject9439	2
5787	subject5787	5
2588	subject2588	4
7173	subject7173	5
4981	subject4981	1
1386	subject1386	1
3972	subject3972	5
4056	subject4056	1
5061	subject5061	3
1744	subject1744	1
8145	subject8145	2
2572	subject2572	1
5606	subject5606	2
9245	subject9245	1
2270	subject2270	1
907	subject907	1
5100	subject5100	5
7908	subject7908	3
92	subject92	5
9591	subject9591	1
9362	subject9362	2
685	subject685	3
3327	subject3327	2
5165	subject5165	1
2595	subject2595	3
734	subject734	5
2147	subject2147	4
9734	subject9734	5
832	subject832	1
3788	subject3788	1
8190	subject8190	1
2403	subject2403	5
6405	subject6405	2
7167	subject7167	2
3571	subject3571	3
701	subject701	1
4409	subject4409	2
5679	subject5679	1
4341	subject4341	5
8243	subject8243	1
5197	subject5197	1
9812	subject9812	2
5103	subject5103	1
2490	subject2490	4
7740	subject7740	3
479	subject479	2
316	subject316	2
1958	subject1958	4
7102	subject7102	5
1135	subject1135	3
7039	subject7039	3
8979	subject8979	1
4136	subject4136	3
241	subject241	4
3491	subject3491	1
9787	subject9787	3
7570	subject7570	3
3820	subject3820	3
307	subject307	1
9595	subject9595	1
4605	subject4605	3
5299	subject5299	4
2294	subject2294	4
8256	subject8256	3
3402	subject3402	3
1363	subject1363	3
9429	subject9429	2
2551	subject2551	4
3990	subject3990	2
8228	subject8228	2
561	subject561	1
3155	subject3155	5
9867	subject9867	1
2293	subject2293	1
3620	subject3620	1
4976	subject4976	2
3062	subject3062	1
9179	subject9179	2
2978	subject2978	2
5244	subject5244	3
3144	subject3144	1
1214	subject1214	4
7300	subject7300	1
8899	subject8899	3
6825	subject6825	2
9413	subject9413	4
6070	subject6070	1
7702	subject7702	2
5093	subject5093	4
2101	subject2101	2
9	subject9	5
369	subject369	4
6055	subject6055	2
1341	subject1341	3
2910	subject2910	1
7055	subject7055	3
3351	subject3351	3
2405	subject2405	5
9616	subject9616	4
7798	subject7798	3
9291	subject9291	1
8323	subject8323	2
9225	subject9225	3
9692	subject9692	5
3445	subject3445	2
6228	subject6228	4
8251	subject8251	3
661	subject661	1
6083	subject6083	3
3366	subject3366	3
5332	subject5332	4
8117	subject8117	2
5958	subject5958	5
651	subject651	2
6577	subject6577	1
687	subject687	3
2609	subject2609	4
3796	subject3796	2
2158	subject2158	2
5757	subject5757	4
7601	subject7601	3
6023	subject6023	2
4587	subject4587	2
1861	subject1861	3
1251	subject1251	3
419	subject419	5
5288	subject5288	5
7047	subject7047	5
9340	subject9340	3
364	subject364	2
2345	subject2345	2
1231	subject1231	1
8112	subject8112	5
2496	subject2496	5
977	subject977	4
999	subject999	4
720	subject720	1
3892	subject3892	5
6658	subject6658	1
7836	subject7836	2
6275	subject6275	3
7524	subject7524	2
7772	subject7772	4
3650	subject3650	1
5268	subject5268	3
1180	subject1180	3
770	subject770	2
8458	subject8458	4
4574	subject4574	2
3998	subject3998	4
1279	subject1279	4
8596	subject8596	3
3923	subject3923	2
8715	subject8715	1
7430	subject7430	2
8846	subject8846	1
8382	subject8382	3
1866	subject1866	2
5296	subject5296	1
5416	subject5416	3
9656	subject9656	5
8638	subject8638	2
9311	subject9311	5
1377	subject1377	5
2142	subject2142	3
7185	subject7185	1
8876	subject8876	5
1050	subject1050	4
1952	subject1952	1
2719	subject2719	4
4771	subject4771	5
3449	subject3449	2
8635	subject8635	3
2461	subject2461	5
7226	subject7226	2
1889	subject1889	3
5168	subject5168	2
7432	subject7432	4
9721	subject9721	3
8229	subject8229	4
3826	subject3826	2
1845	subject1845	5
657	subject657	4
4323	subject4323	3
2694	subject2694	4
4566	subject4566	1
9010	subject9010	3
6352	subject6352	1
3276	subject3276	1
8966	subject8966	1
8757	subject8757	4
2955	subject2955	4
2931	subject2931	1
6672	subject6672	2
8544	subject8544	4
4100	subject4100	1
3254	subject3254	5
6206	subject6206	1
1403	subject1403	4
8015	subject8015	1
4841	subject4841	3
4292	subject4292	1
1935	subject1935	3
5071	subject5071	1
553	subject553	1
1473	subject1473	1
4919	subject4919	4
460	subject460	1
5724	subject5724	5
6347	subject6347	2
6209	subject6209	5
2698	subject2698	4
217	subject217	3
4163	subject4163	2
4354	subject4354	2
1619	subject1619	2
2417	subject2417	4
617	subject617	2
4718	subject4718	2
1265	subject1265	3
8031	subject8031	5
2269	subject2269	3
5652	subject5652	4
2003	subject2003	2
193	subject193	5
4705	subject4705	1
474	subject474	5
5966	subject5966	5
3705	subject3705	1
147	subject147	1
311	subject311	2
7463	subject7463	4
9808	subject9808	1
1587	subject1587	1
6456	subject6456	2
2116	subject2116	5
528	subject528	2
1724	subject1724	4
643	subject643	3
9144	subject9144	1
8813	subject8813	3
7073	subject7073	2
9232	subject9232	4
6099	subject6099	1
8022	subject8022	4
7329	subject7329	5
9392	subject9392	2
7966	subject7966	4
8437	subject8437	2
3742	subject3742	5
4313	subject4313	2
763	subject763	5
9397	subject9397	2
9050	subject9050	3
9579	subject9579	3
5449	subject5449	1
1799	subject1799	5
8682	subject8682	2
8692	subject8692	4
2989	subject2989	1
8808	subject8808	5
3542	subject3542	3
6582	subject6582	4
8504	subject8504	4
1075	subject1075	1
9753	subject9753	4
9390	subject9390	2
5844	subject5844	3
8566	subject8566	1
4631	subject4631	2
7160	subject7160	3
7534	subject7534	4
9341	subject9341	5
9649	subject9649	5
5939	subject5939	4
5402	subject5402	3
6704	subject6704	4
4224	subject4224	3
8893	subject8893	1
6797	subject6797	1
4432	subject4432	3
8395	subject8395	1
2715	subject2715	5
7522	subject7522	2
9676	subject9676	1
6291	subject6291	1
4452	subject4452	2
8403	subject8403	1
2109	subject2109	4
8803	subject8803	4
934	subject934	5
8967	subject8967	3
9268	subject9268	4
2546	subject2546	5
9764	subject9764	5
1895	subject1895	2
6224	subject6224	4
5540	subject5540	4
4890	subject4890	4
1588	subject1588	4
6087	subject6087	4
8923	subject8923	2
1410	subject1410	5
2352	subject2352	4
7278	subject7278	2
9452	subject9452	1
5826	subject5826	2
6585	subject6585	2
524	subject524	3
289	subject289	1
875	subject875	5
5836	subject5836	3
963	subject963	1
5948	subject5948	3
7101	subject7101	2
8597	subject8597	3
8435	subject8435	3
4239	subject4239	4
873	subject873	5
5010	subject5010	5
9751	subject9751	1
1855	subject1855	1
7853	subject7853	2
4257	subject4257	5
7705	subject7705	2
6977	subject6977	4
6118	subject6118	1
707	subject707	3
4311	subject4311	5
5199	subject5199	3
9890	subject9890	2
3591	subject3591	1
9652	subject9652	2
5585	subject5585	4
3428	subject3428	3
8374	subject8374	1
398	subject398	1
2717	subject2717	5
3671	subject3671	4
8811	subject8811	4
3145	subject3145	2
4510	subject4510	4
5989	subject5989	1
915	subject915	1
8135	subject8135	4
6264	subject6264	1
297	subject297	1
8195	subject8195	1
9759	subject9759	4
9336	subject9336	1
2379	subject2379	3
9385	subject9385	1
9432	subject9432	1
7210	subject7210	1
2911	subject2911	4
6908	subject6908	4
2285	subject2285	2
4800	subject4800	2
1747	subject1747	1
1303	subject1303	4
9053	subject9053	3
8076	subject8076	4
1238	subject1238	3
3989	subject3989	2
4183	subject4183	2
127	subject127	2
4523	subject4523	4
4134	subject4134	3
2952	subject2952	1
6659	subject6659	5
4780	subject4780	2
456	subject456	1
2338	subject2338	2
1553	subject1553	2
9302	subject9302	3
1394	subject1394	2
2477	subject2477	2
6936	subject6936	5
8776	subject8776	4
5641	subject5641	3
3039	subject3039	4
9539	subject9539	4
1924	subject1924	1
6082	subject6082	2
4000	subject4000	3
8132	subject8132	2
1898	subject1898	3
5082	subject5082	5
7105	subject7105	5
2525	subject2525	3
2215	subject2215	3
211	subject211	2
3894	subject3894	3
7609	subject7609	1
2162	subject2162	5
2622	subject2622	1
1058	subject1058	1
6119	subject6119	4
8397	subject8397	4
4448	subject4448	1
6302	subject6302	2
3950	subject3950	2
8828	subject8828	3
333	subject333	3
4150	subject4150	5
3761	subject3761	4
5243	subject5243	1
5756	subject5756	4
