subjects	cluster.id
2057	subject2057	4
5376	subject5376	5
7996	subject7996	4
6352	subject6352	5
2911	subject2911	1
3304	subject3304	4
2369	subject2369	1
1877	subject1877	5
4649	subject4649	5
4858	subject4858	1
1609	subject1609	5
4345	subject4345	4
5387	subject5387	2
9682	subject9682	3
3251	subject3251	5
8931	subject8931	5
2898	subject2898	1
4412	subject4412	2
3934	subject3934	1
2235	subject2235	2
3150	subject3150	5
1286	subject1286	4
7580	subject7580	4
3834	subject3834	5
1818	subject1818	5
3835	subject3835	4
9409	subject9409	3
6553	subject6553	1
1379	subject1379	2
6703	subject6703	5
5955	subject5955	5
2643	subject2643	1
1130	subject1130	1
8515	subject8515	1
607	subject607	5
8761	subject8761	5
2560	subject2560	3
3951	subject3951	5
1382	subject1382	2
1273	subject1273	5
2800	subject2800	1
2620	subject2620	1
9256	subject9256	1
7951	subject7951	1
1251	subject1251	5
8671	subject8671	1
8959	subject8959	3
6385	subject6385	5
9196	subject9196	2
8956	subject8956	5
7410	subject7410	1
2383	subject2383	5
5839	subject5839	2
5842	subject5842	1
1303	subject1303	3
2326	subject2326	5
6730	subject6730	5
4182	subject4182	3
8402	subject8402	3
2593	subject2593	1
1995	subject1995	1
6089	subject6089	1
6505	subject6505	3
929	subject929	1
8613	subject8613	5
4936	subject4936	3
7195	subject7195	1
1076	subject1076	5
4613	subject4613	2
6279	subject6279	5
596	subject596	1
9907	subject9907	3
5415	subject5415	1
7982	subject7982	5
978	subject978	5
3546	subject3546	1
6500	subject6500	1
2954	subject2954	1
3084	subject3084	2
2714	subject2714	1
1876	subject1876	4
2392	subject2392	1
6515	subject6515	5
8747	subject8747	5
2968	subject2968	1
1438	subject1438	5
8760	subject8760	1
9853	subject9853	4
343	subject343	2
1799	subject1799	1
1443	subject1443	5
4930	subject4930	4
7309	subject7309	5
967	subject967	5
349	subject349	5
6620	subject6620	1
3386	subject3386	2
3431	subject3431	2
5791	subject5791	3
6131	subject6131	1
4671	subject4671	3
60	subject60	1
2461	subject2461	4
2098	subject2098	1
1096	subject1096	4
8448	subject8448	5
3887	subject3887	1
2942	subject2942	3
103	subject103	5
9654	subject9654	2
8865	subject8865	4
6583	subject6583	1
7496	subject7496	1
7792	subject7792	4
8244	subject8244	5
2696	subject2696	3
3997	subject3997	1
2802	subject2802	1
3958	subject3958	3
9846	subject9846	5
2508	subject2508	4
7974	subject7974	3
5158	subject5158	5
3793	subject3793	3
4525	subject4525	3
2569	subject2569	1
9928	subject9928	3
2077	subject2077	1
486	subject486	3
8296	subject8296	2
4242	subject4242	4
7900	subject7900	4
7621	subject7621	1
2811	subject2811	5
8101	subject8101	1
3665	subject3665	4
758	subject758	1
2530	subject2530	1
9614	subject9614	1
9252	subject9252	1
3226	subject3226	1
6930	subject6930	2
9727	subject9727	3
6048	subject6048	3
4135	subject4135	1
5011	subject5011	5
9491	subject9491	2
2033	subject2033	1
6344	subject6344	2
6288	subject6288	1
7941	subject7941	1
3948	subject3948	5
3477	subject3477	3
8869	subject8869	5
6224	subject6224	3
812	subject812	1
1746	subject1746	1
8687	subject8687	3
2827	subject2827	5
1188	subject1188	5
1691	subject1691	3
7497	subject7497	1
2120	subject2120	1
3295	subject3295	1
8821	subject8821	3
1975	subject1975	1
1839	subject1839	5
178	subject178	1
1875	subject1875	2
5015	subject5015	5
7835	subject7835	1
7652	subject7652	1
7743	subject7743	1
860	subject860	2
5548	subject5548	1
3181	subject3181	1
6264	subject6264	2
6446	subject6446	2
1751	subject1751	3
6724	subject6724	5
2999	subject2999	1
1688	subject1688	3
4112	subject4112	1
1827	subject1827	1
3746	subject3746	3
4131	subject4131	5
6919	subject6919	5
3781	subject3781	1
2213	subject2213	4
7412	subject7412	2
1878	subject1878	1
6390	subject6390	3
7786	subject7786	5
6425	subject6425	2
4357	subject4357	5
1841	subject1841	3
4695	subject4695	5
3468	subject3468	3
6897	subject6897	1
823	subject823	3
7423	subject7423	2
3844	subject3844	5
3715	subject3715	5
9441	subject9441	1
8220	subject8220	1
8662	subject8662	1
3536	subject3536	5
6916	subject6916	2
9262	subject9262	3
6074	subject6074	2
1368	subject1368	4
1822	subject1822	4
1667	subject1667	2
6523	subject6523	1
8954	subject8954	3
1955	subject1955	5
8777	subject8777	2
2198	subject2198	1
8014	subject8014	3
5755	subject5755	1
865	subject865	1
3089	subject3089	4
579	subject579	1
3807	subject3807	5
8587	subject8587	5
5710	subject5710	1
6854	subject6854	5
2030	subject2030	1
3803	subject3803	2
5452	subject5452	4
3967	subject3967	3
8016	subject8016	2
3123	subject3123	5
8199	subject8199	4
6244	subject6244	1
6763	subject6763	4
7986	subject7986	5
3612	subject3612	1
7220	subject7220	3
6340	subject6340	4
8385	subject8385	4
9717	subject9717	1
3230	subject3230	1
2690	subject2690	5
7544	subject7544	2
1015	subject1015	5
7884	subject7884	5
3459	subject3459	1
1402	subject1402	1
