subjects	cluster.id
6110	subject6110	12
4116	subject4116	5
1976	subject1976	6
5081	subject5081	10
1879	subject1879	15
5582	subject5582	11
3984	subject3984	13
1202	subject1202	2
2472	subject2472	7
8159	subject8159	5
2105	subject2105	11
9215	subject9215	13
5696	subject5696	1
1715	subject1715	3
2817	subject2817	5
956	subject956	15
5924	subject5924	8
4222	subject4222	1
7027	subject7027	2
6611	subject6611	15
5225	subject5225	2
7095	subject7095	1
9564	subject9564	13
1584	subject1584	7
6681	subject6681	12
5830	subject5830	1
7666	subject7666	10
7875	subject7875	9
8540	subject8540	13
3091	subject3091	12
1992	subject1992	12
1884	subject1884	12
1378	subject1378	5
6676	subject6676	12
6145	subject6145	12
9277	subject9277	1
9464	subject9464	1
2050	subject2050	12
7856	subject7856	12
2607	subject2607	13
5579	subject5579	8
3887	subject3887	15
7611	subject7611	7
597	subject597	12
7211	subject7211	12
8140	subject8140	12
8476	subject8476	1
4721	subject4721	1
3881	subject3881	12
8308	subject8308	2
7112	subject7112	15
856	subject856	5
5351	subject5351	11
2162	subject2162	6
3445	subject3445	1
6523	subject6523	12
9532	subject9532	7
8336	subject8336	13
1903	subject1903	5
3605	subject3605	1
4676	subject4676	5
9563	subject9563	7
7219	subject7219	2
4915	subject4915	7
4767	subject4767	8
6709	subject6709	12
1923	subject1923	1
8692	subject8692	3
4868	subject4868	6
7296	subject7296	5
9321	subject9321	15
8822	subject8822	4
6424	subject6424	2
8719	subject8719	7
8507	subject8507	12
8158	subject8158	4
8233	subject8233	2
3189	subject3189	12
4659	subject4659	5
6420	subject6420	1
1856	subject1856	12
1854	subject1854	5
8543	subject8543	3
8012	subject8012	7
3744	subject3744	8
3581	subject3581	8
6273	subject6273	12
2457	subject2457	11
8121	subject8121	2
143	subject143	7
2215	subject2215	13
7227	subject7227	1
7720	subject7720	11
8413	subject8413	12
2857	subject2857	7
405	subject405	1
1754	subject1754	2
3320	subject3320	2
6886	subject6886	12
5461	subject5461	14
6107	subject6107	13
5785	subject5785	2
8229	subject8229	7
8295	subject8295	9
5542	subject5542	13
4909	subject4909	2
1239	subject1239	1
2204	subject2204	2
4059	subject4059	9
5240	subject5240	3
898	subject898	15
9791	subject9791	2
6223	subject6223	3
3863	subject3863	2
4125	subject4125	2
7888	subject7888	1
6856	subject6856	7
5795	subject5795	12
4520	subject4520	2
9431	subject9431	15
7275	subject7275	2
8381	subject8381	1
8750	subject8750	12
1389	subject1389	12
4041	subject4041	9
5099	subject5099	7
2968	subject2968	12
3483	subject3483	7
9026	subject9026	10
8765	subject8765	7
8521	subject8521	5
4345	subject4345	12
8667	subject8667	2
4953	subject4953	8
4429	subject4429	12
4614	subject4614	5
7993	subject7993	5
2344	subject2344	12
1841	subject1841	15
3806	subject3806	9
1341	subject1341	2
4712	subject4712	2
5617	subject5617	7
4781	subject4781	1
1608	subject1608	6
8845	subject8845	12
3716	subject3716	3
1614	subject1614	9
6781	subject6781	11
4244	subject4244	5
6175	subject6175	2
9551	subject9551	2
9912	subject9912	15
5205	subject5205	12
7789	subject7789	12
8106	subject8106	7
1492	subject1492	12
8654	subject8654	11
6730	subject6730	12
6459	subject6459	12
814	subject814	6
1102	subject1102	11
5456	subject5456	1
6754	subject6754	11
3585	subject3585	3
5170	subject5170	1
6580	subject6580	1
9139	subject9139	12
8192	subject8192	5
2829	subject2829	5
2108	subject2108	15
8498	subject8498	5
1006	subject1006	7
6275	subject6275	15
2487	subject2487	5
9406	subject9406	7
7021	subject7021	2
3256	subject3256	12
5446	subject5446	2
5969	subject5969	7
8538	subject8538	11
9457	subject9457	5
2327	subject2327	1
9696	subject9696	12
1702	subject1702	2
3808	subject3808	13
2432	subject2432	1
9723	subject9723	12
7442	subject7442	11
5080	subject5080	1
1544	subject1544	6
933	subject933	3
2128	subject2128	12
7035	subject7035	11
355	subject355	5
5980	subject5980	13
8663	subject8663	1
1812	subject1812	5
9438	subject9438	2
4612	subject4612	9
7456	subject7456	9
1647	subject1647	11
9071	subject9071	12
4173	subject4173	5
9287	subject9287	12
3603	subject3603	8
866	subject866	7
1751	subject1751	10
4970	subject4970	6
6433	subject6433	12
5950	subject5950	1
3767	subject3767	9
5736	subject5736	7
9212	subject9212	8
1457	subject1457	12
6741	subject6741	9
2439	subject2439	2
3305	subject3305	7
2482	subject2482	11
9669	subject9669	9
2181	subject2181	5
4052	subject4052	11
7138	subject7138	12
7122	subject7122	5
7764	subject7764	10
8042	subject8042	1
1894	subject1894	12
8151	subject8151	9
2911	subject2911	1
4126	subject4126	12
8886	subject8886	11
8995	subject8995	1
528	subject528	12
5621	subject5621	1
6672	subject6672	11
8136	subject8136	15
7016	subject7016	7
6190	subject6190	12
