subjects	cluster.id
241	subject241	3
6969	subject6969	6
2330	subject2330	3
6187	subject6187	6
8205	subject8205	1
8248	subject8248	8
1133	subject1133	5
9601	subject9601	5
1944	subject1944	10
2682	subject2682	2
2514	subject2514	1
4197	subject4197	2
3591	subject3591	5
2686	subject2686	3
9699	subject9699	6
6217	subject6217	2
3104	subject3104	8
4022	subject4022	1
9140	subject9140	8
7902	subject7902	10
373	subject373	10
3346	subject3346	9
6719	subject6719	10
2327	subject2327	4
4868	subject4868	5
8357	subject8357	8
8537	subject8537	7
499	subject499	2
9707	subject9707	5
6494	subject6494	4
6319	subject6319	3
2164	subject2164	1
6274	subject6274	9
8548	subject8548	8
2243	subject2243	2
129	subject129	3
4478	subject4478	2
7063	subject7063	1
4767	subject4767	5
4127	subject4127	4
5020	subject5020	2
122	subject122	5
3430	subject3430	10
5391	subject5391	3
6605	subject6605	1
8933	subject8933	10
3734	subject3734	10
421	subject421	1
30	subject30	6
8427	subject8427	8
6567	subject6567	2
8565	subject8565	4
9943	subject9943	10
2730	subject2730	6
8107	subject8107	8
9517	subject9517	10
388	subject388	3
8102	subject8102	6
5998	subject5998	3
1622	subject1622	1
9243	subject9243	9
4468	subject4468	10
2370	subject2370	1
9367	subject9367	5
5032	subject5032	6
4884	subject4884	8
2693	subject2693	3
7307	subject7307	7
4544	subject4544	3
4779	subject4779	2
1068	subject1068	10
1374	subject1374	7
5016	subject5016	4
5347	subject5347	1
4700	subject4700	7
503	subject503	1
6109	subject6109	5
8678	subject8678	8
1689	subject1689	1
6946	subject6946	5
3013	subject3013	5
4879	subject4879	4
4096	subject4096	4
2353	subject2353	8
9572	subject9572	4
3761	subject3761	7
7606	subject7606	2
5747	subject5747	4
323	subject323	1
9782	subject9782	5
6264	subject6264	10
8283	subject8283	3
4941	subject4941	7
8956	subject8956	1
2578	subject2578	10
8696	subject8696	6
1890	subject1890	9
1662	subject1662	1
5816	subject5816	1
9437	subject9437	3
3296	subject3296	10
523	subject523	2
2983	subject2983	3
4246	subject4246	1
6631	subject6631	3
3302	subject3302	2
4832	subject4832	1
7576	subject7576	10
3500	subject3500	8
5389	subject5389	9
4303	subject4303	8
5972	subject5972	3
9232	subject9232	3
8995	subject8995	6
9438	subject9438	1
2232	subject2232	3
2904	subject2904	9
4699	subject4699	9
2080	subject2080	2
8045	subject8045	1
2991	subject2991	6
2552	subject2552	8
465	subject465	10
708	subject708	9
3491	subject3491	2
5757	subject5757	5
4422	subject4422	9
7655	subject7655	2
2618	subject2618	1
2206	subject2206	7
1784	subject1784	4
1004	subject1004	6
5505	subject5505	4
931	subject931	5
2919	subject2919	10
6505	subject6505	1
4623	subject4623	2
3532	subject3532	1
6934	subject6934	1
3098	subject3098	10
5512	subject5512	5
9674	subject9674	1
3623	subject3623	6
2834	subject2834	7
9285	subject9285	2
9248	subject9248	5
376	subject376	7
7925	subject7925	4
4493	subject4493	1
5242	subject5242	10
8560	subject8560	2
1306	subject1306	5
6175	subject6175	5
2190	subject2190	7
8124	subject8124	6
3866	subject3866	8
1562	subject1562	1
482	subject482	3
579	subject579	4
2280	subject2280	2
7118	subject7118	4
9132	subject9132	2
1299	subject1299	2
441	subject441	2
2412	subject2412	2
2360	subject2360	7
7357	subject7357	10
591	subject591	6
9476	subject9476	1
2089	subject2089	1
4541	subject4541	4
1300	subject1300	1
3406	subject3406	3
8398	subject8398	2
5236	subject5236	6
7881	subject7881	8
9123	subject9123	9
6315	subject6315	2
8154	subject8154	10
5215	subject5215	4
1055	subject1055	5
2852	subject2852	1
5127	subject5127	2
9034	subject9034	1
8656	subject8656	1
5957	subject5957	5
1588	subject1588	3
7521	subject7521	4
8603	subject8603	10
8228	subject8228	5
6213	subject6213	2
1157	subject1157	9
4016	subject4016	3
4566	subject4566	4
8687	subject8687	9
2528	subject2528	9
1078	subject1078	10
3503	subject3503	9
9788	subject9788	3
8996	subject8996	1
2183	subject2183	3
6326	subject6326	7
3790	subject3790	3
267	subject267	5
4341	subject4341	7
6186	subject6186	2
950	subject950	10
717	subject717	10
3482	subject3482	8
1650	subject1650	4
3769	subject3769	6
8212	subject8212	5
5484	subject5484	9
3590	subject3590	10
8863	subject8863	1
7596	subject7596	4
7360	subject7360	7
7618	subject7618	5
7036	subject7036	8
3760	subject3760	10
7428	subject7428	9
9562	subject9562	10
4135	subject4135	3
1958	subject1958	4
622	subject622	1
7507	subject7507	1
4691	subject4691	2
5123	subject5123	2
7718	subject7718	3
7271	subject7271	9
7997	subject7997	10
5986	subject5986	3
3725	subject3725	3
5833	subject5833	10
9203	subject9203	1
5676	subject5676	9
4304	subject4304	8
2489	subject2489	9
2971	subject2971	9
5219	subject5219	9
509	subject509	1
8450	subject8450	4
2364	subject2364	8
6971	subject6971	10
847	subject847	2
2248	subject2248	4
5078	subject5078	8
6377	subject6377	3
4359	subject4359	2
5771	subject5771	4
6005	subject6005	4
1313	subject1313	1
2148	subject2148	1
9120	subject9120	8
7258	subject7258	9
3111	subject3111	2
6937	subject6937	2
8360	subject8360	9
6569	subject6569	5
6425	subject6425	6
6874	subject6874	9
6022	subject6022	9
1102	subject1102	4
4972	subject4972	1
9156	subject9156	10
3617	subject3617	3
1880	subject1880	1
3193	subject3193	1
5327	subject5327	3
9976	subject9976	10
4560	subject4560	8
5732	subject5732	1
9870	subject9870	2
8007	subject8007	8
1918	subject1918	9
8665	subject8665	1
2503	subject2503	8
4111	subject4111	8
9221	subject9221	9
9690	subject9690	1
1176	subject1176	2
5410	subject5410	1
3272	subject3272	6
916	subject916	4
1841	subject1841	2
8703	subject8703	6
4693	subject4693	2
1587	subject1587	4
123	subject123	9
7186	subject7186	3
9541	subject9541	10
2298	subject2298	10
7515	subject7515	9
6688	subject6688	8
3391	subject3391	4
801	subject801	9
8306	subject8306	10
3544	subject3544	7
9107	subject9107	9
9463	subject9463	4
9427	subject9427	1
3805	subject3805	1
3122	subject3122	4
6414	subject6414	10
6134	subject6134	2
3064	subject3064	2
9678	subject9678	8
6603	subject6603	6
9187	subject9187	8
2462	subject2462	5
8187	subject8187	9
4214	subject4214	3
8276	subject8276	1
2397	subject2397	8
7639	subject7639	3
1018	subject1018	4
6085	subject6085	10
1130	subject1130	5
5217	subject5217	8
7959	subject7959	5
6071	subject6071	3
555	subject555	1
5669	subject5669	3
4164	subject4164	3
3460	subject3460	6
1557	subject1557	10
1326	subject1326	2
8785	subject8785	5
5400	subject5400	2
1949	subject1949	9
3849	subject3849	1
6407	subject6407	3
6082	subject6082	2
1995	subject1995	3
2616	subject2616	2
3747	subject3747	5
8607	subject8607	3
5915	subject5915	9
2057	subject2057	8
9057	subject9057	4
4926	subject4926	3
5716	subject5716	2
4202	subject4202	8
6597	subject6597	10
6855	subject6855	3
6585	subject6585	8
4220	subject4220	1
6178	subject6178	6
3415	subject3415	9
3571	subject3571	9
4026	subject4026	5
792	subject792	9
2559	subject2559	1
1053	subject1053	1
9073	subject9073	8
3840	subject3840	9
131	subject131	10
9138	subject9138	4
6944	subject6944	6
9801	subject9801	5
3933	subject3933	6
3133	subject3133	9
1220	subject1220	1
8447	subject8447	2
9689	subject9689	5
1804	subject1804	1
1457	subject1457	3
7012	subject7012	6
1777	subject1777	9
879	subject879	1
6370	subject6370	3
4674	subject4674	7
5305	subject5305	8
5608	subject5608	3
9966	subject9966	10
8984	subject8984	4
1414	subject1414	4
1097	subject1097	9
3608	subject3608	10
7771	subject7771	1
2871	subject2871	3
6183	subject6183	8
471	subject471	4
5475	subject5475	2
7345	subject7345	2
3705	subject3705	9
5138	subject5138	9
5739	subject5739	2
6921	subject6921	2
6602	subject6602	8
9510	subject9510	9
1450	subject1450	9
8524	subject8524	9
8286	subject8286	8
1984	subject1984	2
5884	subject5884	3
4292	subject4292	1
7789	subject7789	3
274	subject274	3
6237	subject6237	3
3089	subject3089	3
5079	subject5079	3
2323	subject2323	10
6011	subject6011	5
5243	subject5243	2
7101	subject7101	9
3873	subject3873	5
8278	subject8278	8
7855	subject7855	8
5151	subject5151	4
6805	subject6805	7
2297	subject2297	9
3543	subject3543	10
3029	subject3029	3
3862	subject3862	4
4295	subject4295	2
2766	subject2766	3
9485	subject9485	8
1989	subject1989	4
5872	subject5872	9
3518	subject3518	4
8971	subject8971	5
1571	subject1571	1
2549	subject2549	3
6334	subject6334	5
2600	subject2600	4
313	subject313	2
6522	subject6522	9
2361	subject2361	9
2117	subject2117	2
1395	subject1395	7
3833	subject3833	2
2785	subject2785	4
551	subject551	1
6549	subject6549	10
8185	subject8185	7
6222	subject6222	3
9642	subject9642	10
8538	subject8538	3
5141	subject5141	5
5503	subject5503	6
1497	subject1497	4
473	subject473	1
