subjects	cluster.id
9728	subject9728	1
5542	subject5542	1
616	subject616	3
6658	subject6658	5
3973	subject3973	2
6564	subject6564	3
4767	subject4767	3
2810	subject2810	4
1118	subject1118	1
3853	subject3853	5
1917	subject1917	3
7134	subject7134	3
7032	subject7032	2
4323	subject4323	1
60	subject60	1
4680	subject4680	4
5458	subject5458	3
4052	subject4052	2
3847	subject3847	1
2236	subject2236	5
3540	subject3540	1
2973	subject2973	1
2016	subject2016	1
2481	subject2481	2
2545	subject2545	3
3742	subject3742	1
5328	subject5328	1
1785	subject1785	1
1831	subject1831	5
1705	subject1705	2
9717	subject9717	1
6549	subject6549	1
6818	subject6818	1
7681	subject7681	3
567	subject567	2
4530	subject4530	5
6595	subject6595	2
7451	subject7451	2
9855	subject9855	5
5155	subject5155	3
2818	subject2818	5
5678	subject5678	2
8723	subject8723	1
10000	subject10000	1
5210	subject5210	1
1836	subject1836	3
3549	subject3549	5
6838	subject6838	4
5320	subject5320	1
612	subject612	2
8136	subject8136	2
1207	subject1207	5
4995	subject4995	5
1404	subject1404	1
5913	subject5913	2
4612	subject4612	1
3559	subject3559	2
5021	subject5021	1
1496	subject1496	3
5253	subject5253	5
3547	subject3547	5
9990	subject9990	3
8166	subject8166	1
9833	subject9833	3
5	subject5	1
2159	subject2159	1
5236	subject5236	1
5588	subject5588	5
8194	subject8194	4
6643	subject6643	1
7890	subject7890	1
4909	subject4909	3
828	subject828	5
6651	subject6651	1
1942	subject1942	5
5036	subject5036	5
380	subject380	2
8070	subject8070	1
1533	subject1533	5
2105	subject2105	2
1291	subject1291	1
4859	subject4859	5
5663	subject5663	3
8594	subject8594	1
8200	subject8200	1
9336	subject9336	5
9169	subject9169	1
5363	subject5363	1
6874	subject6874	5
3596	subject3596	1
4349	subject4349	2
1713	subject1713	4
1581	subject1581	2
2992	subject2992	5
8153	subject8153	5
754	subject754	1
2256	subject2256	2
4554	subject4554	3
9254	subject9254	3
6987	subject6987	1
4525	subject4525	3
2966	subject2966	3
7003	subject7003	3
3258	subject3258	1
3176	subject3176	5
7190	subject7190	1
862	subject862	3
9197	subject9197	3
4407	subject4407	1
7139	subject7139	2
4328	subject4328	5
9304	subject9304	4
3423	subject3423	2
6290	subject6290	1
8175	subject8175	3
6949	subject6949	1
3718	subject3718	3
7171	subject7171	1
8818	subject8818	1
1098	subject1098	3
7777	subject7777	1
9422	subject9422	1
4028	subject4028	3
194	subject194	4
4501	subject4501	1
3009	subject3009	3
5908	subject5908	1
7843	subject7843	3
6122	subject6122	1
5653	subject5653	1
1083	subject1083	3
4744	subject4744	3
1423	subject1423	5
7422	subject7422	3
8636	subject8636	2
5006	subject5006	2
6001	subject6001	2
729	subject729	1
5264	subject5264	1
7327	subject7327	5
2137	subject2137	1
8014	subject8014	3
4634	subject4634	3
4876	subject4876	2
7695	subject7695	3
1773	subject1773	1
9123	subject9123	5
931	subject931	3
2823	subject2823	3
8376	subject8376	1
3179	subject3179	1
7121	subject7121	3
7421	subject7421	3
1060	subject1060	5
2045	subject2045	1
5474	subject5474	5
4633	subject4633	1
3120	subject3120	1
2152	subject2152	1
561	subject561	1
7520	subject7520	5
4588	subject4588	1
8789	subject8789	5
9828	subject9828	5
4153	subject4153	3
7244	subject7244	1
985	subject985	2
2597	subject2597	2
2698	subject2698	3
9563	subject9563	2
735	subject735	5
1203	subject1203	4
1284	subject1284	3
937	subject937	1
9709	subject9709	5
8401	subject8401	2
9159	subject9159	3
5965	subject5965	2
5024	subject5024	4
4640	subject4640	3
8590	subject8590	3
8717	subject8717	4
5395	subject5395	1
3371	subject3371	5
4881	subject4881	1
9536	subject9536	5
6769	subject6769	3
9644	subject9644	5
2561	subject2561	5
2652	subject2652	1
5289	subject5289	5
2375	subject2375	5
9637	subject9637	1
865	subject865	1
6975	subject6975	5
4330	subject4330	1
1114	subject1114	3
5721	subject5721	1
3812	subject3812	3
372	subject372	2
7948	subject7948	3
9065	subject9065	4
5201	subject5201	2
6840	subject6840	1
8747	subject8747	5
6059	subject6059	3
3952	subject3952	3
3810	subject3810	2
9442	subject9442	1
3375	subject3375	4
7583	subject7583	5
5655	subject5655	1
6011	subject6011	5
8929	subject8929	1
5125	subject5125	5
6087	subject6087	1
9335	subject9335	1
7696	subject7696	5
1708	subject1708	4
7081	subject7081	1
9747	subject9747	1
764	subject764	1
5049	subject5049	1
9410	subject9410	5
8806	subject8806	1
490	subject490	3
9962	subject9962	4
2537	subject2537	2
6511	subject6511	3
9685	subject9685	1
2084	subject2084	5
9978	subject9978	3
3928	subject3928	1
8640	subject8640	2
1737	subject1737	2
4077	subject4077	1
7863	subject7863	5
2848	subject2848	2
5164	subject5164	1
5836	subject5836	2
1754	subject1754	2
3520	subject3520	5
1971	subject1971	3
5767	subject5767	5
2156	subject2156	1
949	subject949	2
1530	subject1530	2
5623	subject5623	1
3771	subject3771	2
9155	subject9155	1
2329	subject2329	1
5448	subject5448	1
717	subject717	4
2990	subject2990	5
9796	subject9796	1
2062	subject2062	4
5304	subject5304	1
9434	subject9434	1
3448	subject3448	2
7286	subject7286	3
8116	subject8116	1
2935	subject2935	1
103	subject103	5
5434	subject5434	3
6873	subject6873	1
6857	subject6857	5
4772	subject4772	4
7649	subject7649	5
8389	subject8389	1
9803	subject9803	2
1537	subject1537	1
2061	subject2061	1
4997	subject4997	5
6372	subject6372	1
8402	subject8402	3
6699	subject6699	2
6355	subject6355	4
6928	subject6928	1
5483	subject5483	4
3098	subject3098	1
704	subject704	5
4429	subject4429	1
7242	subject7242	5
9450	subject9450	5
3000	subject3000	5
706	subject706	1
3528	subject3528	1
4314	subject4314	1
9707	subject9707	3
8248	subject8248	5
4445	subject4445	1
1875	subject1875	2
7272	subject7272	1
7746	subject7746	1
3789	subject3789	1
8107	subject8107	3
5419	subject5419	1
8042	subject8042	5
92	subject92	4
8656	subject8656	2
9924	subject9924	5
6622	subject6622	1
6815	subject6815	1
731	subject731	5
3338	subject3338	2
9423	subject9423	1
3065	subject3065	5
3177	subject3177	2
241	subject241	3
4026	subject4026	1
1449	subject1449	4
8346	subject8346	2
6057	subject6057	1
5369	subject5369	1
2257	subject2257	1
5574	subject5574	3
9447	subject9447	5
5037	subject5037	1
225	subject225	1
3982	subject3982	3
809	subject809	4
4088	subject4088	1
113	subject113	3
4968	subject4968	2
6845	subject6845	1
8348	subject8348	4
281	subject281	5
9805	subject9805	4
5591	subject5591	5
7351	subject7351	1
4443	subject4443	2
5261	subject5261	5
2143	subject2143	3
6967	subject6967	1
8292	subject8292	5
2336	subject2336	5
2640	subject2640	2
328	subject328	1
3848	subject3848	1
8060	subject8060	5
5570	subject5570	3
1355	subject1355	1
8718	subject8718	5
7462	subject7462	1
7918	subject7918	1
6120	subject6120	1
3587	subject3587	3
4920	subject4920	1
4127	subject4127	3
5810	subject5810	2
4825	subject4825	1
5876	subject5876	5
1067	subject1067	5
9237	subject9237	1
4216	subject4216	1
3863	subject3863	1
2978	subject2978	5
9083	subject9083	3
1326	subject1326	4
5869	subject5869	3
3807	subject3807	5
2307	subject2307	5
9318	subject9318	1
1652	subject1652	4
8291	subject8291	5
1823	subject1823	5
5224	subject5224	5
4234	subject4234	3
4286	subject4286	3
6846	subject6846	5
3032	subject3032	5
1978	subject1978	3
5447	subject5447	5
9396	subject9396	1
8873	subject8873	3
3551	subject3551	5
3934	subject3934	1
7532	subject7532	1
5227	subject5227	3
3196	subject3196	5
6742	subject6742	5
8399	subject8399	5
3723	subject3723	1
413	subject413	3
9367	subject9367	1
8830	subject8830	1
3633	subject3633	1
1459	subject1459	3
7166	subject7166	1
6321	subject6321	2
7273	subject7273	1
2367	subject2367	1
9471	subject9471	1
3882	subject3882	1
21	subject21	3
314	subject314	1
5712	subject5712	2
6195	subject6195	1
3392	subject3392	1
3097	subject3097	1
685	subject685	1
4569	subject4569	2
5318	subject5318	5
1747	subject1747	3
5707	subject5707	4
5102	subject5102	2
1499	subject1499	5
5919	subject5919	2
6317	subject6317	5
4940	subject4940	2
3308	subject3308	3
6915	subject6915	5
5061	subject5061	1
4819	subject4819	1
2331	subject2331	2
935	subject935	1
7020	subject7020	5
3284	subject3284	5
8164	subject8164	3
3314	subject3314	1
2100	subject2100	1
4969	subject4969	5
2583	subject2583	1
4363	subject4363	3
5546	subject5546	4
5398	subject5398	3
8458	subject8458	1
2755	subject2755	5
4078	subject4078	2
9448	subject9448	3
5016	subject5016	1
9106	subject9106	1
3792	subject3792	5
7185	subject7185	1
3984	subject3984	1
9308	subject9308	4
3319	subject3319	1
8174	subject8174	1
1163	subject1163	2
1149	subject1149	3
8868	subject8868	4
1910	subject1910	3
7086	subject7086	1
5842	subject5842	1
4875	subject4875	4
8101	subject8101	1
1359	subject1359	2
7619	subject7619	2
4352	subject4352	2
2215	subject2215	1
1162	subject1162	3
1444	subject1444	5
7950	subject7950	1
3785	subject3785	5
569	subject569	5
1406	subject1406	5
3841	subject3841	3
1632	subject1632	4
6766	subject6766	2
9290	subject9290	3
2377	subject2377	3
6174	subject6174	1
520	subject520	1
7606	subject7606	3
8002	subject8002	5
6690	subject6690	1
4987	subject4987	5
1021	subject1021	5
7378	subject7378	1
7698	subject7698	5
385	subject385	5
127	subject127	1
156	subject156	1
1192	subject1192	5
8145	subject8145	5
9230	subject9230	1
6246	subject6246	4
8769	subject8769	1
428	subject428	3
4304	subject4304	4
1344	subject1344	5
7653	subject7653	5
7149	subject7149	3
4294	subject4294	2
1787	subject1787	1
394	subject394	1
