subjects	cluster.id
6965	subject6965	1
3061	subject3061	1
7775	subject7775	1
2489	subject2489	1
5009	subject5009	5
6016	subject6016	4
8376	subject8376	1
6908	subject6908	4
2125	subject2125	5
9080	subject9080	3
743	subject743	2
4254	subject4254	1
7028	subject7028	1
5051	subject5051	1
4526	subject4526	1
3776	subject3776	3
4629	subject4629	5
7617	subject7617	1
2387	subject2387	3
3112	subject3112	2
6361	subject6361	3
3941	subject3941	2
9859	subject9859	4
3164	subject3164	3
7366	subject7366	2
3424	subject3424	1
7244	subject7244	3
2535	subject2535	3
9416	subject9416	3
8373	subject8373	4
9083	subject9083	1
28	subject28	5
745	subject745	1
9320	subject9320	5
5290	subject5290	1
4668	subject4668	1
4314	subject4314	1
2766	subject2766	1
4836	subject4836	4
1784	subject1784	5
6437	subject6437	2
9521	subject9521	1
3760	subject3760	1
3537	subject3537	5
5020	subject5020	1
8140	subject8140	4
4663	subject4663	5
3210	subject3210	3
8852	subject8852	2
3356	subject3356	3
1987	subject1987	1
2360	subject2360	1
9209	subject9209	3
5976	subject5976	3
6861	subject6861	4
7071	subject7071	4
1371	subject1371	5
6289	subject6289	2
398	subject398	1
8924	subject8924	3
1879	subject1879	5
5382	subject5382	3
7356	subject7356	1
6615	subject6615	1
2660	subject2660	4
9655	subject9655	5
5314	subject5314	1
6252	subject6252	4
119	subject119	2
2875	subject2875	3
8990	subject8990	4
1254	subject1254	2
3120	subject3120	2
6676	subject6676	4
159	subject159	2
7872	subject7872	4
316	subject316	2
3449	subject3449	2
967	subject967	1
7736	subject7736	5
2615	subject2615	2
127	subject127	2
2279	subject2279	4
3667	subject3667	1
8076	subject8076	4
6658	subject6658	1
5796	subject5796	4
3268	subject3268	1
9480	subject9480	1
5880	subject5880	1
5442	subject5442	4
4898	subject4898	5
3635	subject3635	1
45	subject45	3
4301	subject4301	2
2434	subject2434	3
5837	subject5837	1
1955	subject1955	1
6163	subject6163	5
1569	subject1569	3
456	subject456	1
8663	subject8663	1
7273	subject7273	1
3063	subject3063	2
7838	subject7838	1
8206	subject8206	4
5609	subject5609	2
2771	subject2771	1
3116	subject3116	2
5383	subject5383	1
9788	subject9788	2
3613	subject3613	4
2985	subject2985	2
2912	subject2912	4
8491	subject8491	4
6740	subject6740	2
6994	subject6994	2
8302	subject8302	1
9277	subject9277	5
1867	subject1867	5
6619	subject6619	5
4300	subject4300	4
9995	subject9995	2
255	subject255	2
7799	subject7799	2
926	subject926	5
5852	subject5852	1
4665	subject4665	5
7869	subject7869	2
5421	subject5421	1
3304	subject3304	4
1518	subject1518	1
694	subject694	4
9101	subject9101	1
6111	subject6111	4
8818	subject8818	3
1819	subject1819	4
5037	subject5037	3
4238	subject4238	4
810	subject810	2
1051	subject1051	1
1244	subject1244	4
4312	subject4312	4
4063	subject4063	1
4356	subject4356	2
1419	subject1419	1
5407	subject5407	1
2693	subject2693	2
4086	subject4086	3
4502	subject4502	1
9273	subject9273	5
9294	subject9294	2
5622	subject5622	1
8528	subject8528	2
9135	subject9135	3
5076	subject5076	1
2859	subject2859	5
7523	subject7523	5
2282	subject2282	5
9302	subject9302	3
4425	subject4425	5
3340	subject3340	4
3948	subject3948	3
183	subject183	5
6228	subject6228	4
5969	subject5969	3
607	subject607	4
8734	subject8734	5
4862	subject4862	2
4342	subject4342	1
1711	subject1711	3
7902	subject7902	4
6611	subject6611	3
7753	subject7753	2
4978	subject4978	3
4482	subject4482	4
5061	subject5061	3
3459	subject3459	4
6673	subject6673	3
5671	subject5671	5
2374	subject2374	1
7329	subject7329	5
9732	subject9732	1
678	subject678	2
4128	subject4128	2
6480	subject6480	3
8313	subject8313	1
7069	subject7069	2
623	subject623	1
3307	subject3307	3
3988	subject3988	4
4306	subject4306	5
9782	subject9782	2
8326	subject8326	2
2132	subject2132	4
4996	subject4996	5
1489	subject1489	3
337	subject337	5
2508	subject2508	3
7010	subject7010	1
9236	subject9236	1
9279	subject9279	3
5172	subject5172	3
3544	subject3544	1
3038	subject3038	4
8114	subject8114	3
3595	subject3595	5
2454	subject2454	5
1967	subject1967	4
5685	subject5685	1
9362	subject9362	2
458	subject458	1
1266	subject1266	4
6026	subject6026	3
8125	subject8125	5
8466	subject8466	2
1625	subject1625	4
2316	subject2316	5
7355	subject7355	2
9407	subject9407	5
9751	subject9751	1
4181	subject4181	4
9476	subject9476	2
6766	subject6766	3
6003	subject6003	4
5079	subject5079	5
6756	subject6756	4
7944	subject7944	4
1693	subject1693	5
6243	subject6243	2
727	subject727	2
1139	subject1139	3
2402	subject2402	1
8812	subject8812	2
7640	subject7640	2
3399	subject3399	4
7486	subject7486	3
2190	subject2190	1
5191	subject5191	3
4632	subject4632	4
6753	subject6753	1
8809	subject8809	4
5215	subject5215	3
7323	subject7323	2
8535	subject8535	3
9472	subject9472	4
1088	subject1088	2
9978	subject9978	5
1215	subject1215	3
3205	subject3205	4
2940	subject2940	5
9775	subject9775	1
916	subject916	4
8682	subject8682	2
8915	subject8915	5
3850	subject3850	2
9304	subject9304	5
3226	subject3226	1
3784	subject3784	3
9370	subject9370	1
2134	subject2134	4
1438	subject1438	4
8155	subject8155	4
4821	subject4821	2
4838	subject4838	1
1054	subject1054	1
3311	subject3311	1
3490	subject3490	1
9798	subject9798	2
6534	subject6534	2
8558	subject8558	1
4690	subject4690	1
2824	subject2824	4
8738	subject8738	3
841	subject841	5
3322	subject3322	5
7896	subject7896	2
4820	subject4820	1
2126	subject2126	1
5425	subject5425	4
9531	subject9531	4
8048	subject8048	1
7447	subject7447	5
286	subject286	4
2768	subject2768	4
276	subject276	1
699	subject699	1
6093	subject6093	3
1467	subject1467	3
9163	subject9163	4
9719	subject9719	2
5419	subject5419	5
4939	subject4939	1
7821	subject7821	4
1076	subject1076	3
282	subject282	3
3863	subject3863	4
5019	subject5019	5
245	subject245	1
5776	subject5776	1
5100	subject5100	5
8616	subject8616	5
7744	subject7744	4
459	subject459	1
5590	subject5590	4
5829	subject5829	1
7572	subject7572	3
5718	subject5718	5
4477	subject4477	5
1790	subject1790	2
6945	subject6945	5
2676	subject2676	1
5313	subject5313	3
1650	subject1650	5
4763	subject4763	4
6223	subject6223	1
8383	subject8383	3
4980	subject4980	4
822	subject822	2
4478	subject4478	5
5815	subject5815	1
8767	subject8767	3
8517	subject8517	4
1361	subject1361	4
7327	subject7327	2
811	subject811	4
8333	subject8333	1
573	subject573	3
9068	subject9068	3
8241	subject8241	1
3695	subject3695	1
8578	subject8578	1
7113	subject7113	1
7786	subject7786	4
5086	subject5086	3
6398	subject6398	1
4075	subject4075	3
5788	subject5788	3
7211	subject7211	3
3592	subject3592	4
1742	subject1742	5
7615	subject7615	3
7014	subject7014	1
5438	subject5438	3
4097	subject4097	3
1466	subject1466	2
8848	subject8848	5
8256	subject8256	3
1049	subject1049	4
9632	subject9632	3
9032	subject9032	4
3154	subject3154	5
3584	subject3584	2
1944	subject1944	3
1065	subject1065	2
444	subject444	3
9193	subject9193	4
4597	subject4597	1
8673	subject8673	1
6936	subject6936	5
7991	subject7991	2
7207	subject7207	3
2703	subject2703	3
2219	subject2219	1
6846	subject6846	4
5877	subject5877	1
1297	subject1297	5
3460	subject3460	4
2094	subject2094	3
7006	subject7006	4
964	subject964	2
5284	subject5284	3
6544	subject6544	2
5945	subject5945	4
8554	subject8554	4
1345	subject1345	3
9767	subject9767	2
976	subject976	4
5899	subject5899	5
774	subject774	2
3524	subject3524	5
8081	subject8081	2
821	subject821	4
4568	subject4568	2
9291	subject9291	1
5705	subject5705	5
7202	subject7202	2
947	subject947	1
4816	subject4816	2
8786	subject8786	4
8798	subject8798	1
9666	subject9666	5
6432	subject6432	2
9380	subject9380	2
2814	subject2814	1
5515	subject5515	2
2460	subject2460	2
9433	subject9433	4
6352	subject6352	1
1935	subject1935	3
3004	subject3004	2
2894	subject2894	5
5863	subject5863	2
9922	subject9922	4
3843	subject3843	3
1833	subject1833	3
2877	subject2877	4
201	subject201	2
9469	subject9469	4
5868	subject5868	3
3958	subject3958	1
4438	subject4438	2
5890	subject5890	1
7434	subject7434	3
3943	subject3943	4
6186	subject6186	1
7556	subject7556	2
1048	subject1048	3
6061	subject6061	1
5663	subject5663	1
5915	subject5915	2
2163	subject2163	5
5690	subject5690	4
9880	subject9880	5
6911	subject6911	4
9889	subject9889	2
8142	subject8142	3
3288	subject3288	2
6253	subject6253	5
4692	subject4692	1
6669	subject6669	4
9665	subject9665	2
4121	subject4121	2
7332	subject7332	3
7300	subject7300	1
8375	subject8375	4
1151	subject1151	1
8962	subject8962	5
1671	subject1671	1
6330	subject6330	5
5187	subject5187	3
1053	subject1053	1
3048	subject3048	1
7630	subject7630	1
1709	subject1709	3
7055	subject7055	3
2181	subject2181	4
6215	subject6215	5
3519	subject3519	3
6963	subject6963	2
2450	subject2450	4
2561	subject2561	1
2948	subject2948	4
3398	subject3398	3
5088	subject5088	5
9051	subject9051	2
4067	subject4067	3
6992	subject6992	1
79	subject79	1
3414	subject3414	4
3330	subject3330	1
3713	subject3713	4
5568	subject5568	3
4148	subject4148	1
5498	subject5498	3
2415	subject2415	1
2575	subject2575	1
5633	subject5633	1
8747	subject8747	1
912	subject912	1
1052	subject1052	4
692	subject692	2
3418	subject3418	3
6491	subject6491	5
6500	subject6500	3
7021	subject7021	1
4030	subject4030	4
3738	subject3738	1
552	subject552	5
3003	subject3003	3
3284	subject3284	1
9389	subject9389	3
5292	subject5292	4
6618	subject6618	4
4750	subject4750	4
9037	subject9037	4
4428	subject4428	1
9200	subject9200	1
7548	subject7548	2
2302	subject2302	1
9699	subject9699	4
4616	subject4616	3
5091	subject5091	4
4309	subject4309	5
1801	subject1801	3
5835	subject5835	4
7049	subject7049	5
1340	subject1340	3
9696	subject9696	1
4542	subject4542	2
9627	subject9627	5
6029	subject6029	4
308	subject308	3
7096	subject7096	2
6782	subject6782	3
2755	subject2755	2
4998	subject4998	5
9048	subject9048	5
9323	subject9323	1
3187	subject3187	3
9865	subject9865	1
5347	subject5347	4
1883	subject1883	1
6770	subject6770	4
169	subject169	2
6339	subject6339	1
681	subject681	1
2143	subject2143	2
5735	subject5735	3
470	subject470	5
3200	subject3200	4
2466	subject2466	5
9413	subject9413	4
5707	subject5707	5
3892	subject3892	5
6883	subject6883	3
4323	subject4323	3
3627	subject3627	4
3458	subject3458	3
8405	subject8405	5
2269	subject2269	3
2049	subject2049	1
572	subject572	1
8964	subject8964	2
8547	subject8547	5
426	subject426	3
1953	subject1953	2
8941	subject8941	4
8588	subject8588	2
9255	subject9255	4
731	subject731	1
6842	subject6842	2
626	subject626	1
3801	subject3801	2
2522	subject2522	4
7046	subject7046	3
9106	subject9106	5
5180	subject5180	2
6916	subject6916	1
3019	subject3019	5
9604	subject9604	1
9548	subject9548	3
8871	subject8871	3
7343	subject7343	3
5326	subject5326	1
3211	subject3211	3
5906	subject5906	4
7683	subject7683	2
5262	subject5262	3
3186	subject3186	1
6843	subject6843	5
9428	subject9428	5
7450	subject7450	3
2033	subject2033	3
8541	subject8541	2
2304	subject2304	4
8668	subject8668	3
5795	subject5795	3
7146	subject7146	1
8969	subject8969	5
1814	subject1814	4
1943	subject1943	4
4561	subject4561	2
8864	subject8864	4
5627	subject5627	2
401	subject401	5
4903	subject4903	2
9673	subject9673	5
4057	subject4057	2
717	subject717	5
951	subject951	5
7453	subject7453	1
1715	subject1715	1
8620	subject8620	1
3775	subject3775	1
1103	subject1103	4
233	subject233	1
4815	subject4815	4
3952	subject3952	5
9641	subject9641	1
2886	subject2886	3
958	subject958	1
3585	subject3585	1
4486	subject4486	5
9332	subject9332	2
3715	subject3715	4
4188	subject4188	5
3749	subject3749	5
303	subject303	1
3841	subject3841	3
6848	subject6848	1
2180	subject2180	3
9784	subject9784	1
6998	subject6998	2
5311	subject5311	1
7757	subject7757	5
5229	subject5229	4
8957	subject8957	1
1019	subject1019	1
6971	subject6971	2
3183	subject3183	1
1128	subject1128	4
6195	subject6195	4
5828	subject5828	2
4308	subject4308	2
4976	subject4976	2
1135	subject1135	3
4112	subject4112	1
6428	subject6428	1
7466	subject7466	1
7137	subject7137	1
8328	subject8328	3
2658	subject2658	3
7402	subject7402	3
1968	subject1968	1
3963	subject3963	4
3140	subject3140	5
5914	subject5914	5
4172	subject4172	1
3881	subject3881	3
2166	subject2166	1
5805	subject5805	1
4126	subject4126	3
5488	subject5488	3
447	subject447	5
8779	subject8779	1
9999	subject9999	5
198	subject198	5
7160	subject7160	3
8846	subject8846	1
3514	subject3514	4
8463	subject8463	5
6529	subject6529	2
6217	subject6217	1
9465	subject9465	4
7576	subject7576	4
655	subject655	1
761	subject761	2
6317	subject6317	5
2255	subject2255	5
3668	subject3668	4
4066	subject4066	3
8113	subject8113	4
7806	subject7806	2
