subjects	cluster.id
5041	subject5041	12
5812	subject5812	5
3393	subject3393	1
7397	subject7397	12
1141	subject1141	12
9861	subject9861	5
5019	subject5019	2
8935	subject8935	4
7964	subject7964	10
8390	subject8390	12
2138	subject2138	2
1225	subject1225	14
4303	subject4303	1
650	subject650	1
2469	subject2469	11
9371	subject9371	7
5390	subject5390	15
5413	subject5413	11
9475	subject9475	12
5771	subject5771	5
7507	subject7507	9
3485	subject3485	12
37	subject37	12
7135	subject7135	12
2222	subject2222	3
1819	subject1819	11
8944	subject8944	9
6333	subject6333	4
3728	subject3728	12
3109	subject3109	11
9994	subject9994	2
2895	subject2895	1
9627	subject9627	12
6439	subject6439	12
6158	subject6158	12
7709	subject7709	2
887	subject887	12
390	subject390	1
9727	subject9727	15
3611	subject3611	12
2201	subject2201	3
1533	subject1533	1
9316	subject9316	5
289	subject289	12
6895	subject6895	1
1586	subject1586	5
5636	subject5636	11
9741	subject9741	12
3174	subject3174	1
4110	subject4110	13
4641	subject4641	12
6442	subject6442	9
5991	subject5991	5
5827	subject5827	10
7194	subject7194	13
311	subject311	5
7810	subject7810	12
9380	subject9380	5
8583	subject8583	12
2249	subject2249	8
7011	subject7011	4
9343	subject9343	10
5511	subject5511	2
1157	subject1157	12
7345	subject7345	5
7113	subject7113	12
9764	subject9764	1
7644	subject7644	6
454	subject454	3
6642	subject6642	11
4882	subject4882	9
2766	subject2766	11
5354	subject5354	11
6782	subject6782	1
6799	subject6799	14
1813	subject1813	2
6854	subject6854	1
1290	subject1290	1
7531	subject7531	5
6454	subject6454	11
410	subject410	12
2582	subject2582	5
2587	subject2587	7
7987	subject7987	7
7006	subject7006	9
109	subject109	4
2953	subject2953	8
9430	subject9430	15
2716	subject2716	9
5889	subject5889	7
6794	subject6794	1
4161	subject4161	9
5746	subject5746	11
241	subject241	3
1095	subject1095	12
5077	subject5077	3
8723	subject8723	12
6308	subject6308	10
5223	subject5223	1
622	subject622	11
5169	subject5169	14
6873	subject6873	7
643	subject643	12
3764	subject3764	11
2208	subject2208	5
6918	subject6918	14
5725	subject5725	4
2594	subject2594	2
5368	subject5368	6
1523	subject1523	5
3377	subject3377	7
2574	subject2574	15
7603	subject7603	2
1211	subject1211	1
6837	subject6837	5
7191	subject7191	11
2114	subject2114	3
8793	subject8793	11
7218	subject7218	5
4506	subject4506	3
1722	subject1722	4
4487	subject4487	3
2331	subject2331	12
1361	subject1361	15
8611	subject8611	12
7863	subject7863	12
1279	subject1279	12
4434	subject4434	1
2929	subject2929	3
3381	subject3381	7
5105	subject5105	8
2826	subject2826	5
592	subject592	11
8438	subject8438	6
254	subject254	1
6722	subject6722	7
6525	subject6525	12
1558	subject1558	5
6776	subject6776	7
4437	subject4437	1
9025	subject9025	1
1852	subject1852	12
7919	subject7919	12
5627	subject5627	11
3439	subject3439	12
8128	subject8128	1
1206	subject1206	7
7036	subject7036	5
215	subject215	12
8647	subject8647	12
8322	subject8322	10
5831	subject5831	5
2395	subject2395	5
2186	subject2186	5
3032	subject3032	1
8608	subject8608	12
7016	subject7016	7
5203	subject5203	1
6048	subject6048	1
3159	subject3159	5
2137	subject2137	12
3083	subject3083	12
7509	subject7509	5
6180	subject6180	3
7106	subject7106	3
3872	subject3872	12
9252	subject9252	9
7982	subject7982	12
1205	subject1205	8
7995	subject7995	12
3613	subject3613	1
4372	subject4372	5
5513	subject5513	12
2598	subject2598	7
2426	subject2426	1
6889	subject6889	11
4770	subject4770	4
2907	subject2907	7
4837	subject4837	2
6425	subject6425	12
7628	subject7628	12
9553	subject9553	12
8131	subject8131	5
3881	subject3881	12
3513	subject3513	7
7459	subject7459	10
3014	subject3014	11
2164	subject2164	6
7643	subject7643	9
4960	subject4960	5
9960	subject9960	11
5068	subject5068	15
1298	subject1298	2
2170	subject2170	6
9630	subject9630	14
6743	subject6743	6
3060	subject3060	11
2633	subject2633	6
4617	subject4617	11
884	subject884	5
5847	subject5847	7
3049	subject3049	4
4961	subject4961	11
4990	subject4990	2
5484	subject5484	3
6476	subject6476	2
6211	subject6211	12
6046	subject6046	1
4773	subject4773	5
3875	subject3875	1
9598	subject9598	2
4350	subject4350	12
9885	subject9885	5
7443	subject7443	7
6879	subject6879	11
9317	subject9317	7
660	subject660	12
8659	subject8659	7
1850	subject1850	12
5424	subject5424	7
2602	subject2602	5
2832	subject2832	8
5617	subject5617	7
407	subject407	1
3867	subject3867	12
1733	subject1733	11
9079	subject9079	8
8036	subject8036	1
9087	subject9087	12
4496	subject4496	1
3369	subject3369	11
3684	subject3684	11
7563	subject7563	11
1245	subject1245	5
5581	subject5581	12
9188	subject9188	6
9071	subject9071	12
4865	subject4865	5
5386	subject5386	7
1743	subject1743	4
8589	subject8589	6
49	subject49	1
8700	subject8700	1
68	subject68	12
4789	subject4789	8
9470	subject9470	6
3148	subject3148	2
6327	subject6327	7
2366	subject2366	1
3590	subject3590	12
4263	subject4263	12
1614	subject1614	9
7761	subject7761	5
6066	subject6066	11
517	subject517	5
9108	subject9108	5
3660	subject3660	11
291	subject291	11
9056	subject9056	12
8115	subject8115	7
5512	subject5512	7
8917	subject8917	5
7156	subject7156	12
8612	subject8612	7
5833	subject5833	5
9127	subject9127	11
7243	subject7243	3
4252	subject4252	7
9621	subject9621	7
3805	subject3805	1
3186	subject3186	3
8665	subject8665	11
8402	subject8402	11
3235	subject3235	1
4685	subject4685	2
2458	subject2458	1
9180	subject9180	9
14	subject14	8
2791	subject2791	15
7597	subject7597	12
6171	subject6171	10
2987	subject2987	5
1919	subject1919	9
4209	subject4209	1
7868	subject7868	12
248	subject248	1
2253	subject2253	5
7001	subject7001	15
9896	subject9896	12
8798	subject8798	15
9806	subject9806	7
6257	subject6257	10
2724	subject2724	12
8722	subject8722	1
2082	subject2082	7
4805	subject4805	7
123	subject123	9
8051	subject8051	2
8501	subject8501	2
2837	subject2837	12
5389	subject5389	13
6996	subject6996	12
6309	subject6309	12
8319	subject8319	9
6115	subject6115	12
1582	subject1582	2
4397	subject4397	5
3110	subject3110	1
1467	subject1467	5
5951	subject5951	2
9884	subject9884	11
