subjects	cluster.id
6786	subject6786	5
22	subject22	6
2289	subject2289	8
2758	subject2758	9
2126	subject2126	8
8243	subject8243	15
647	subject647	11
6693	subject6693	12
5274	subject5274	2
4993	subject4993	9
5887	subject5887	11
6902	subject6902	13
9634	subject9634	14
4838	subject4838	1
6306	subject6306	5
3470	subject3470	4
8941	subject8941	3
1442	subject1442	6
4250	subject4250	12
2919	subject2919	7
781	subject781	2
8665	subject8665	4
6860	subject6860	1
8199	subject8199	3
9447	subject9447	2
3958	subject3958	2
9559	subject9559	7
9669	subject9669	5
3376	subject3376	4
2768	subject2768	13
1567	subject1567	4
5550	subject5550	4
6570	subject6570	13
244	subject244	13
7274	subject7274	2
4286	subject4286	11
4898	subject4898	8
9733	subject9733	1
3521	subject3521	11
3074	subject3074	15
3795	subject3795	10
5880	subject5880	4
9992	subject9992	7
8960	subject8960	6
4067	subject4067	4
9712	subject9712	1
6941	subject6941	8
732	subject732	2
5969	subject5969	9
6080	subject6080	2
9813	subject9813	3
6648	subject6648	11
1861	subject1861	7
2209	subject2209	15
7083	subject7083	13
5454	subject5454	11
5480	subject5480	3
6430	subject6430	11
243	subject243	6
7098	subject7098	5
5202	subject5202	11
8036	subject8036	11
1207	subject1207	11
5623	subject5623	12
4112	subject4112	4
8797	subject8797	14
8955	subject8955	10
3293	subject3293	10
3819	subject3819	15
7380	subject7380	14
5824	subject5824	2
4487	subject4487	11
4686	subject4686	3
4879	subject4879	8
245	subject245	12
8721	subject8721	8
572	subject572	9
4665	subject4665	4
8666	subject8666	8
6780	subject6780	13
9670	subject9670	13
1800	subject1800	12
1119	subject1119	2
1701	subject1701	6
3820	subject3820	4
5943	subject5943	7
811	subject811	1
4146	subject4146	5
2656	subject2656	7
3313	subject3313	7
6445	subject6445	6
5437	subject5437	11
7954	subject7954	7
856	subject856	10
4319	subject4319	5
4281	subject4281	6
8706	subject8706	15
364	subject364	3
4080	subject4080	13
9425	subject9425	1
8667	subject8667	3
1472	subject1472	5
6105	subject6105	7
1409	subject1409	11
7198	subject7198	13
5213	subject5213	3
2079	subject2079	2
7302	subject7302	14
4000	subject4000	15
8303	subject8303	10
5831	subject5831	1
2135	subject2135	6
9641	subject9641	10
8046	subject8046	7
1659	subject1659	2
4996	subject4996	8
8297	subject8297	4
9391	subject9391	14
7519	subject7519	10
7960	subject7960	4
8543	subject8543	14
2998	subject2998	5
4237	subject4237	14
5470	subject5470	13
8153	subject8153	8
1180	subject1180	15
4550	subject4550	6
8742	subject8742	5
6690	subject6690	7
717	subject717	15
8367	subject8367	12
8055	subject8055	2
2216	subject2216	14
1390	subject1390	8
8256	subject8256	9
4568	subject4568	11
1668	subject1668	6
1087	subject1087	1
7826	subject7826	3
4811	subject4811	12
487	subject487	12
3731	subject3731	14
2736	subject2736	2
182	subject182	8
2352	subject2352	6
8140	subject8140	1
9690	subject9690	9
2305	subject2305	12
937	subject937	15
8007	subject8007	9
4921	subject4921	8
4362	subject4362	13
326	subject326	14
1489	subject1489	15
9558	subject9558	13
1907	subject1907	9
5426	subject5426	15
9726	subject9726	5
7578	subject7578	11
9350	subject9350	6
7406	subject7406	13
2059	subject2059	5
6278	subject6278	7
6357	subject6357	6
5037	subject5037	10
7352	subject7352	11
283	subject283	13
8911	subject8911	12
3440	subject3440	7
1750	subject1750	5
9160	subject9160	2
2549	subject2549	5
2700	subject2700	1
6578	subject6578	9
6997	subject6997	15
8809	subject8809	15
9969	subject9969	5
7224	subject7224	8
6158	subject6158	3
8908	subject8908	2
3375	subject3375	1
147	subject147	5
4447	subject4447	6
6325	subject6325	5
2961	subject2961	6
421	subject421	7
4974	subject4974	14
2119	subject2119	3
4047	subject4047	4
2958	subject2958	9
1176	subject1176	2
9059	subject9059	3
5844	subject5844	10
9303	subject9303	12
1017	subject1017	12
1511	subject1511	1
4693	subject4693	13
2080	subject2080	13
7940	subject7940	1
7718	subject7718	8
7914	subject7914	5
1268	subject1268	12
5393	subject5393	14
6436	subject6436	9
9032	subject9032	14
5961	subject5961	3
4085	subject4085	2
9540	subject9540	8
8734	subject8734	5
1644	subject1644	7
4698	subject4698	7
4869	subject4869	6
2673	subject2673	13
3405	subject3405	8
8244	subject8244	9
9331	subject9331	11
3753	subject3753	8
6631	subject6631	12
9431	subject9431	3
4883	subject4883	15
5579	subject5579	1
1502	subject1502	4
2020	subject2020	1
9638	subject9638	7
7843	subject7843	12
3446	subject3446	10
6439	subject6439	10
3289	subject3289	10
6128	subject6128	1
3645	subject3645	9
7702	subject7702	9
9601	subject9601	14
6898	subject6898	10
6614	subject6614	7
353	subject353	13
7785	subject7785	13
9983	subject9983	14
2995	subject2995	11
1867	subject1867	1
1551	subject1551	3
8219	subject8219	9
6233	subject6233	10
6855	subject6855	13
5996	subject5996	11
3038	subject3038	11
6057	subject6057	2
7367	subject7367	7
4714	subject4714	14
1098	subject1098	4
3191	subject3191	12
6383	subject6383	14
7202	subject7202	7
4574	subject4574	4
898	subject898	5
208	subject208	11
9108	subject9108	8
2855	subject2855	13
6385	subject6385	14
8482	subject8482	4
2713	subject2713	4
7565	subject7565	3
5066	subject5066	12
140	subject140	15
5575	subject5575	7
793	subject793	5
3159	subject3159	14
4040	subject4040	5
4190	subject4190	9
24	subject24	9
5013	subject5013	2
8115	subject8115	2
2509	subject2509	9
5533	subject5533	13
7811	subject7811	3
8467	subject8467	3
6171	subject6171	7
5986	subject5986	14
1453	subject1453	7
6212	subject6212	2
7796	subject7796	4
5890	subject5890	3
7557	subject7557	13
6734	subject6734	9
1291	subject1291	13
4317	subject4317	8
849	subject849	9
152	subject152	1
5698	subject5698	3
8938	subject8938	3
9610	subject9610	9
7039	subject7039	2
1822	subject1822	11
4052	subject4052	2
2290	subject2290	5
6123	subject6123	8
4197	subject4197	7
7108	subject7108	9
8316	subject8316	1
1156	subject1156	7
187	subject187	2
9119	subject9119	9
183	subject183	10
2457	subject2457	15
4242	subject4242	5
2279	subject2279	7
6456	subject6456	8
9902	subject9902	4
2801	subject2801	5
6982	subject6982	13
7097	subject7097	7
3125	subject3125	15
3557	subject3557	1
505	subject505	13
9682	subject9682	11
221	subject221	5
6571	subject6571	6
4837	subject4837	9
9535	subject9535	4
9124	subject9124	7
439	subject439	5
3471	subject3471	6
7123	subject7123	5
8526	subject8526	7
3866	subject3866	3
9333	subject9333	14
5068	subject5068	11
2444	subject2444	2
5248	subject5248	1
8181	subject8181	11
4452	subject4452	12
1369	subject1369	14
1603	subject1603	3
2583	subject2583	14
6964	subject6964	9
1810	subject1810	13
5391	subject5391	3
2113	subject2113	1
5282	subject5282	1
6144	subject6144	12
7814	subject7814	13
3564	subject3564	11
6493	subject6493	5
7269	subject7269	15
2691	subject2691	11
9244	subject9244	9
