subjects	cluster.id
5258	subject5258	11
1566	subject1566	12
4714	subject4714	14
8745	subject8745	12
5939	subject5939	11
874	subject874	6
9451	subject9451	12
2487	subject2487	12
8945	subject8945	15
394	subject394	14
7393	subject7393	3
2130	subject2130	1
8284	subject8284	3
8407	subject8407	14
9058	subject9058	7
4265	subject4265	7
649	subject649	1
6419	subject6419	9
5991	subject5991	1
9053	subject9053	7
4930	subject4930	7
5901	subject5901	1
6894	subject6894	11
826	subject826	14
6203	subject6203	9
8165	subject8165	3
3410	subject3410	3
2736	subject2736	2
8700	subject8700	8
1876	subject1876	9
1159	subject1159	11
8224	subject8224	12
2384	subject2384	13
6549	subject6549	15
40	subject40	15
7341	subject7341	11
789	subject789	4
7027	subject7027	14
7568	subject7568	5
9431	subject9431	3
1408	subject1408	6
4173	subject4173	9
4217	subject4217	5
2829	subject2829	15
7121	subject7121	14
1810	subject1810	13
3975	subject3975	14
8478	subject8478	12
1788	subject1788	11
8532	subject8532	6
1656	subject1656	10
1619	subject1619	2
9994	subject9994	10
2610	subject2610	7
8560	subject8560	11
5728	subject5728	4
2515	subject2515	3
9093	subject9093	5
3824	subject3824	7
9966	subject9966	4
7718	subject7718	8
5342	subject5342	15
1779	subject1779	15
8804	subject8804	3
2416	subject2416	9
8021	subject8021	9
3197	subject3197	9
9184	subject9184	5
6167	subject6167	14
9009	subject9009	6
6576	subject6576	8
8763	subject8763	13
6444	subject6444	4
7431	subject7431	4
3835	subject3835	4
6010	subject6010	15
3982	subject3982	6
6509	subject6509	8
4772	subject4772	5
1008	subject1008	7
3356	subject3356	3
3260	subject3260	15
9840	subject9840	9
7602	subject7602	9
727	subject727	4
2488	subject2488	8
4672	subject4672	10
7163	subject7163	3
5727	subject5727	1
6465	subject6465	7
6426	subject6426	2
7858	subject7858	1
4847	subject4847	3
1473	subject1473	10
2043	subject2043	7
5431	subject5431	12
6934	subject6934	11
4395	subject4395	7
516	subject516	2
4351	subject4351	6
9498	subject9498	3
3001	subject3001	1
577	subject577	1
8576	subject8576	7
6235	subject6235	5
5061	subject5061	4
6025	subject6025	5
7573	subject7573	4
4038	subject4038	12
180	subject180	12
8081	subject8081	15
95	subject95	1
739	subject739	15
9235	subject9235	8
3269	subject3269	1
1743	subject1743	7
8732	subject8732	10
1365	subject1365	10
7220	subject7220	5
6800	subject6800	3
4527	subject4527	9
2604	subject2604	6
2252	subject2252	10
3677	subject3677	15
5137	subject5137	15
3580	subject3580	4
6344	subject6344	7
1918	subject1918	9
6270	subject6270	3
3822	subject3822	6
8217	subject8217	1
9670	subject9670	13
2830	subject2830	3
1234	subject1234	12
6869	subject6869	2
932	subject932	2
7813	subject7813	6
8052	subject8052	8
3539	subject3539	5
2132	subject2132	11
350	subject350	13
1712	subject1712	14
3454	subject3454	1
4102	subject4102	10
806	subject806	15
5407	subject5407	8
7091	subject7091	3
9624	subject9624	15
4551	subject4551	13
4424	subject4424	12
1467	subject1467	14
1012	subject1012	6
2407	subject2407	5
9887	subject9887	9
8245	subject8245	13
560	subject560	2
3272	subject3272	9
3318	subject3318	14
5150	subject5150	14
3383	subject3383	3
7698	subject7698	11
4746	subject4746	4
7201	subject7201	4
137	subject137	13
4206	subject4206	15
6106	subject6106	6
1816	subject1816	1
8471	subject8471	3
8928	subject8928	7
5774	subject5774	6
5911	subject5911	12
6504	subject6504	3
9569	subject9569	7
5540	subject5540	6
1732	subject1732	6
8543	subject8543	14
7911	subject7911	2
7038	subject7038	3
9689	subject9689	11
6741	subject6741	14
6735	subject6735	10
6592	subject6592	11
147	subject147	5
2603	subject2603	13
517	subject517	7
8143	subject8143	15
3018	subject3018	8
8788	subject8788	1
8387	subject8387	14
2911	subject2911	13
2578	subject2578	10
1857	subject1857	3
9196	subject9196	14
7709	subject7709	3
6868	subject6868	13
9725	subject9725	3
4368	subject4368	4
1961	subject1961	7
259	subject259	13
2082	subject2082	4
6851	subject6851	6
5947	subject5947	14
8590	subject8590	15
3904	subject3904	13
5267	subject5267	9
3148	subject3148	15
8176	subject8176	8
4390	subject4390	10
1749	subject1749	3
4437	subject4437	12
4446	subject4446	6
4245	subject4245	6
7880	subject7880	11
7841	subject7841	10
3054	subject3054	15
4296	subject4296	12
9756	subject9756	10
4269	subject4269	10
1482	subject1482	5
5675	subject5675	2
4696	subject4696	4
1251	subject1251	3
4289	subject4289	8
9384	subject9384	14
3132	subject3132	4
8445	subject8445	9
8850	subject8850	3
696	subject696	5
1211	subject1211	10
5847	subject5847	3
3262	subject3262	6
5968	subject5968	7
704	subject704	15
9834	subject9834	5
7043	subject7043	8
6830	subject6830	15
98	subject98	9
3531	subject3531	11
7897	subject7897	2
7611	subject7611	9
5751	subject5751	2
7669	subject7669	9
4800	subject4800	12
3823	subject3823	7
1158	subject1158	15
4356	subject4356	4
1067	subject1067	6
5961	subject5961	3
9199	subject9199	6
6386	subject6386	5
9731	subject9731	12
1966	subject1966	13
5153	subject5153	8
7469	subject7469	15
7328	subject7328	2
2013	subject2013	7
5174	subject5174	12
7786	subject7786	6
8119	subject8119	10
5422	subject5422	13
6563	subject6563	11
7445	subject7445	6
2687	subject2687	10
4441	subject4441	15
2281	subject2281	13
7213	subject7213	13
7663	subject7663	8
9141	subject9141	1
9843	subject9843	13
6501	subject6501	15
8725	subject8725	10
1963	subject1963	7
7392	subject7392	10
7122	subject7122	13
1224	subject1224	2
4799	subject4799	5
5815	subject5815	13
6319	subject6319	9
8200	subject8200	6
9562	subject9562	1
5475	subject5475	2
5479	subject5479	13
9777	subject9777	6
7123	subject7123	5
798	subject798	14
4934	subject4934	15
4516	subject4516	15
7355	subject7355	13
6755	subject6755	8
7493	subject7493	10
6635	subject6635	3
1007	subject1007	15
6116	subject6116	13
8612	subject8612	5
4319	subject4319	5
2979	subject2979	15
8179	subject8179	11
1070	subject1070	9
3654	subject3654	11
1217	subject1217	5
5624	subject5624	6
1799	subject1799	8
2279	subject2279	7
988	subject988	4
3483	subject3483	5
9653	subject9653	1
1502	subject1502	4
654	subject654	1
495	subject495	7
8684	subject8684	12
1815	subject1815	5
8920	subject8920	9
7859	subject7859	15
6744	subject6744	14
4061	subject4061	14
6099	subject6099	15
1603	subject1603	3
9933	subject9933	14
1517	subject1517	9
751	subject751	2
6301	subject6301	15
8105	subject8105	5
6056	subject6056	11
1319	subject1319	6
1852	subject1852	7
8031	subject8031	7
4286	subject4286	11
5898	subject5898	8
4071	subject4071	12
3180	subject3180	15
6350	subject6350	13
2052	subject2052	9
5026	subject5026	8
7001	subject7001	4
5713	subject5713	8
5039	subject5039	4
7208	subject7208	9
9516	subject9516	10
2317	subject2317	10
7258	subject7258	6
3325	subject3325	11
8630	subject8630	15
9835	subject9835	14
5748	subject5748	6
8375	subject8375	7
7363	subject7363	9
502	subject502	6
9266	subject9266	14
1157	subject1157	8
2581	subject2581	3
156	subject156	14
280	subject280	9
3608	subject3608	11
9678	subject9678	8
3444	subject3444	5
6038	subject6038	10
6414	subject6414	12
9915	subject9915	15
3234	subject3234	3
5650	subject5650	2
4936	subject4936	1
2898	subject2898	2
3052	subject3052	12
4309	subject4309	14
3135	subject3135	4
7680	subject7680	12
8547	subject8547	9
6309	subject6309	8
6980	subject6980	7
6782	subject6782	4
6267	subject6267	3
5216	subject5216	6
15	subject15	9
7159	subject7159	10
7526	subject7526	15
2007	subject2007	12
3248	subject3248	1
3534	subject3534	3
5747	subject5747	12
6144	subject6144	12
179	subject179	11
3110	subject3110	15
6361	subject6361	14
1832	subject1832	12
6278	subject6278	7
5706	subject5706	3
1731	subject1731	4
5821	subject5821	14
1775	subject1775	15
5028	subject5028	2
4533	subject4533	5
5250	subject5250	12
5234	subject5234	5
6342	subject6342	13
5715	subject5715	12
6001	subject6001	14
2613	subject2613	2
8421	subject8421	11
3551	subject3551	12
5262	subject5262	11
9007	subject9007	7
1484	subject1484	13
7267	subject7267	15
3511	subject3511	1
9761	subject9761	5
588	subject588	1
5031	subject5031	15
9122	subject9122	9
7768	subject7768	14
1861	subject1861	7
7589	subject7589	11
814	subject814	14
992	subject992	3
9050	subject9050	7
6633	subject6633	11
8465	subject8465	8
7622	subject7622	14
2874	subject2874	2
7540	subject7540	4
379	subject379	9
3651	subject3651	4
8413	subject8413	9
1970	subject1970	8
7787	subject7787	12
8025	subject8025	11
1993	subject1993	5
4993	subject4993	9
7761	subject7761	3
9936	subject9936	15
8734	subject8734	5
119	subject119	11
