subjects	cluster.id
7950	subject7950	2
9466	subject9466	4
5783	subject5783	2
8526	subject8526	3
8666	subject8666	2
8686	subject8686	3
8574	subject8574	1
2651	subject2651	5
4120	subject4120	4
4940	subject4940	5
8601	subject8601	1
8045	subject8045	2
5951	subject5951	3
3977	subject3977	4
3905	subject3905	4
692	subject692	2
4173	subject4173	1
1943	subject1943	4
8998	subject8998	1
5041	subject5041	3
7127	subject7127	1
5997	subject5997	2
9937	subject9937	2
7872	subject7872	4
4183	subject4183	2
3887	subject3887	3
990	subject990	3
4992	subject4992	1
9926	subject9926	1
8018	subject8018	5
6758	subject6758	3
7054	subject7054	3
7337	subject7337	5
650	subject650	5
5479	subject5479	3
1720	subject1720	3
7197	subject7197	2
8017	subject8017	4
8807	subject8807	3
2355	subject2355	3
3834	subject3834	2
8180	subject8180	4
2379	subject2379	3
3179	subject3179	4
5354	subject5354	3
9580	subject9580	4
5099	subject5099	5
7427	subject7427	4
9023	subject9023	4
1098	subject1098	4
4230	subject4230	4
4997	subject4997	1
8141	subject8141	1
3832	subject3832	3
4602	subject4602	3
5477	subject5477	3
8792	subject8792	2
4937	subject4937	4
8670	subject8670	3
4205	subject4205	2
6437	subject6437	2
4990	subject4990	5
3416	subject3416	2
9244	subject9244	3
3193	subject3193	3
9173	subject9173	5
8466	subject8466	2
912	subject912	1
5445	subject5445	2
228	subject228	3
2583	subject2583	3
9151	subject9151	3
1477	subject1477	3
6285	subject6285	1
4026	subject4026	5
7696	subject7696	2
242	subject242	2
3051	subject3051	1
9639	subject9639	2
8312	subject8312	3
260	subject260	3
3035	subject3035	3
5975	subject5975	2
7005	subject7005	3
1491	subject1491	5
431	subject431	5
9185	subject9185	3
4531	subject4531	3
5859	subject5859	4
6286	subject6286	5
3601	subject3601	2
7147	subject7147	4
9190	subject9190	3
6191	subject6191	1
5692	subject5692	2
8213	subject8213	4
8889	subject8889	5
4324	subject4324	2
3224	subject3224	3
8613	subject8613	2
1820	subject1820	5
9771	subject9771	3
2126	subject2126	1
9276	subject9276	5
4239	subject4239	4
3676	subject3676	4
6182	subject6182	1
2059	subject2059	5
910	subject910	2
5086	subject5086	3
2130	subject2130	1
2295	subject2295	1
4699	subject4699	2
6200	subject6200	2
4302	subject4302	3
8538	subject8538	2
5166	subject5166	1
5272	subject5272	4
6211	subject6211	5
7264	subject7264	2
4529	subject4529	5
5372	subject5372	3
7781	subject7781	5
5858	subject5858	2
7852	subject7852	3
8232	subject8232	3
5601	subject5601	2
5802	subject5802	4
6363	subject6363	5
1680	subject1680	1
3891	subject3891	5
7190	subject7190	5
8711	subject8711	2
7860	subject7860	2
8621	subject8621	4
6548	subject6548	2
105	subject105	4
8332	subject8332	5
3010	subject3010	1
4437	subject4437	3
5933	subject5933	4
3771	subject3771	1
4706	subject4706	2
3023	subject3023	5
2165	subject2165	4
6930	subject6930	4
7334	subject7334	5
1860	subject1860	3
2553	subject2553	4
6219	subject6219	4
3314	subject3314	1
2738	subject2738	2
9019	subject9019	2
7885	subject7885	3
2206	subject2206	2
4286	subject4286	5
5857	subject5857	2
893	subject893	4
581	subject581	2
8794	subject8794	3
5710	subject5710	2
8221	subject8221	2
1683	subject1683	2
5110	subject5110	2
1267	subject1267	1
9182	subject9182	3
2817	subject2817	1
9816	subject9816	1
2176	subject2176	4
1729	subject1729	5
812	subject812	2
5230	subject5230	5
