subjects	cluster.id
9431	subject9431	3
2652	subject2652	7
6629	subject6629	2
7985	subject7985	11
1649	subject1649	8
5487	subject5487	2
8626	subject8626	11
4331	subject4331	7
2985	subject2985	11
7201	subject7201	4
693	subject693	14
3307	subject3307	11
7545	subject7545	10
5975	subject5975	6
846	subject846	4
1399	subject1399	4
1603	subject1603	3
3176	subject3176	7
6851	subject6851	6
2698	subject2698	10
8053	subject8053	2
9893	subject9893	6
2124	subject2124	7
7036	subject7036	8
864	subject864	8
7821	subject7821	13
342	subject342	9
4783	subject4783	14
8353	subject8353	14
8251	subject8251	4
2890	subject2890	1
1169	subject1169	10
9710	subject9710	1
9738	subject9738	7
4294	subject4294	5
4278	subject4278	8
2973	subject2973	1
769	subject769	3
8563	subject8563	8
9305	subject9305	2
2957	subject2957	9
9041	subject9041	12
6131	subject6131	7
1315	subject1315	6
221	subject221	5
9083	subject9083	10
2981	subject2981	10
3779	subject3779	14
8490	subject8490	9
5216	subject5216	6
5896	subject5896	15
774	subject774	2
8535	subject8535	10
5286	subject5286	15
1209	subject1209	14
8747	subject8747	2
6488	subject6488	15
3801	subject3801	9
6792	subject6792	8
3024	subject3024	5
8441	subject8441	10
4629	subject4629	8
5950	subject5950	14
6510	subject6510	12
4708	subject4708	10
8285	subject8285	3
6256	subject6256	7
8894	subject8894	9
1777	subject1777	11
6354	subject6354	7
3461	subject3461	7
9824	subject9824	5
1145	subject1145	12
4085	subject4085	2
3049	subject3049	2
7361	subject7361	7
9307	subject9307	7
4237	subject4237	14
1847	subject1847	11
9165	subject9165	9
9626	subject9626	5
8389	subject8389	15
3787	subject3787	8
7600	subject7600	12
8679	subject8679	11
5285	subject5285	1
2032	subject2032	15
1080	subject1080	1
9869	subject9869	15
431	subject431	14
197	subject197	4
4088	subject4088	8
1830	subject1830	13
7839	subject7839	15
5052	subject5052	8
5543	subject5543	14
2003	subject2003	12
541	subject541	6
5637	subject5637	11
2593	subject2593	3
6265	subject6265	4
6908	subject6908	2
1109	subject1109	6
4803	subject4803	7
5045	subject5045	3
3713	subject3713	7
881	subject881	4
7933	subject7933	7
3184	subject3184	5
1624	subject1624	1
3438	subject3438	13
8854	subject8854	3
195	subject195	5
5922	subject5922	11
4494	subject4494	8
2183	subject2183	12
3734	subject3734	15
8650	subject8650	13
7663	subject7663	8
1683	subject1683	14
9432	subject9432	3
6797	subject6797	6
7258	subject7258	6
8256	subject8256	9
7375	subject7375	2
3260	subject3260	15
7250	subject7250	12
9054	subject9054	12
1514	subject1514	7
6444	subject6444	4
3193	subject3193	11
4436	subject4436	15
412	subject412	14
18	subject18	12
5463	subject5463	10
5798	subject5798	6
9955	subject9955	7
5414	subject5414	13
5633	subject5633	1
505	subject505	13
3935	subject3935	13
4375	subject4375	5
362	subject362	8
9275	subject9275	13
3295	subject3295	1
5564	subject5564	5
5133	subject5133	13
4290	subject4290	15
8651	subject8651	13
921	subject921	12
7454	subject7454	15
7165	subject7165	7
4009	subject4009	9
4688	subject4688	3
8171	subject8171	15
6659	subject6659	6
496	subject496	11
6393	subject6393	5
3059	subject3059	8
2778	subject2778	9
4729	subject4729	6
8528	subject8528	8
17	subject17	12
1130	subject1130	12
3781	subject3781	14
5847	subject5847	3
2539	subject2539	9
2348	subject2348	13
4584	subject4584	2
260	subject260	1
2659	subject2659	14
8345	subject8345	6
2580	subject2580	9
5166	subject5166	15
6509	subject6509	8
688	subject688	15
6158	subject6158	3
5402	subject5402	13
5794	subject5794	5
889	subject889	7
2408	subject2408	8
3542	subject3542	12
1291	subject1291	13
9896	subject9896	2
4544	subject4544	6
8902	subject8902	2
5104	subject5104	14
9439	subject9439	7
4776	subject4776	5
7532	subject7532	2
5349	subject5349	3
1251	subject1251	3
2605	subject2605	6
3800	subject3800	11
8665	subject8665	4
1259	subject1259	10
4957	subject4957	9
3426	subject3426	11
3631	subject3631	1
7810	subject7810	1
8765	subject8765	6
3566	subject3566	7
3428	subject3428	3
9424	subject9424	4
2181	subject2181	8
2095	subject2095	6
3008	subject3008	3
4112	subject4112	4
2420	subject2420	4
6958	subject6958	7
6564	subject6564	1
7731	subject7731	14
364	subject364	3
3194	subject3194	2
4060	subject4060	12
1909	subject1909	1
7691	subject7691	6
2959	subject2959	5
8362	subject8362	9
5781	subject5781	9
7282	subject7282	9
5857	subject5857	12
6471	subject6471	2
9229	subject9229	2
4181	subject4181	13
2052	subject2052	9
9406	subject9406	13
3048	subject3048	14
2610	subject2610	7
7211	subject7211	11
462	subject462	5
5014	subject5014	1
7356	subject7356	4
8841	subject8841	6
1052	subject1052	8
5687	subject5687	9
7068	subject7068	5
3530	subject3530	15
3922	subject3922	10
6575	subject6575	15
8366	subject8366	10
6165	subject6165	11
7183	subject7183	8
6535	subject6535	8
9006	subject9006	7
4791	subject4791	2
8215	subject8215	15
356	subject356	13
3606	subject3606	6
4646	subject4646	12
3185	subject3185	15
4673	subject4673	15
3513	subject3513	13
8328	subject8328	9
1242	subject1242	1
225	subject225	7
9012	subject9012	9
7395	subject7395	15
3050	subject3050	12
3959	subject3959	7
269	subject269	12
1223	subject1223	9
894	subject894	11
400	subject400	12
8184	subject8184	9
4444	subject4444	10
8074	subject8074	13
8021	subject8021	9
4609	subject4609	2
7769	subject7769	6
1528	subject1528	15
3912	subject3912	10
8735	subject8735	14
7324	subject7324	5
5940	subject5940	10
5421	subject5421	8
6815	subject6815	12
1629	subject1629	2
3837	subject3837	10
5173	subject5173	4
9769	subject9769	10
5347	subject5347	14
3652	subject3652	11
9201	subject9201	3
703	subject703	14
2059	subject2059	5
2489	subject2489	4
7855	subject7855	1
2418	subject2418	7
1666	subject1666	3
4523	subject4523	9
3030	subject3030	11
4208	subject4208	5
5075	subject5075	15
7501	subject7501	1
1037	subject1037	9
1493	subject1493	6
2513	subject2513	13
2654	subject2654	6
283	subject283	13
4119	subject4119	8
6156	subject6156	2
8568	subject8568	2
2500	subject2500	5
1324	subject1324	2
4051	subject4051	4
35	subject35	12
4419	subject4419	9
3904	subject3904	13
1610	subject1610	2
9774	subject9774	15
7561	subject7561	12
1785	subject1785	3
7079	subject7079	11
198	subject198	14
2625	subject2625	4
4133	subject4133	3
3612	subject3612	9
6150	subject6150	13
9477	subject9477	2
6864	subject6864	15
8127	subject8127	11
2072	subject2072	13
2454	subject2454	15
3082	subject3082	9
147	subject147	5
3116	subject3116	9
1712	subject1712	14
1486	subject1486	9
1343	subject1343	4
2860	subject2860	4
6271	subject6271	7
5241	subject5241	3
3972	subject3972	3
959	subject959	10
5187	subject5187	10
7503	subject7503	2
8964	subject8964	10
9210	subject9210	4
8509	subject8509	11
5906	subject5906	5
4053	subject4053	15
6020	subject6020	8
2721	subject2721	3
8693	subject8693	9
5864	subject5864	14
9878	subject9878	15
2887	subject2887	3
6762	subject6762	10
2455	subject2455	13
5957	subject5957	6
6644	subject6644	13
8337	subject8337	15
8336	subject8336	8
7310	subject7310	8
5784	subject5784	1
6430	subject6430	11
798	subject798	14
7103	subject7103	14
9657	subject9657	13
2929	subject2929	13
2282	subject2282	4
586	subject586	4
76	subject76	5
786	subject786	15
2050	subject2050	6
943	subject943	8
8309	subject8309	9
5910	subject5910	13
3617	subject3617	6
9438	subject9438	12
1580	subject1580	11
4662	subject4662	14
2556	subject2556	7
8574	subject8574	14
4809	subject4809	13
2548	subject2548	7
9081	subject9081	15
3234	subject3234	3
5115	subject5115	8
2045	subject2045	9
2831	subject2831	10
4309	subject4309	14
8827	subject8827	2
9555	subject9555	3
1173	subject1173	4
4744	subject4744	12
4106	subject4106	9
6163	subject6163	7
5621	subject5621	13
1546	subject1546	4
8789	subject8789	7
3003	subject3003	1
7951	subject7951	15
9867	subject9867	7
6513	subject6513	12
8883	subject8883	9
5717	subject5717	13
8732	subject8732	10
6007	subject6007	4
4590	subject4590	3
4981	subject4981	14
