subjects	cluster.id
8633	subject8633	3
3142	subject3142	1
1010	subject1010	5
4691	subject4691	1
5010	subject5010	2
4195	subject4195	4
7837	subject7837	2
754	subject754	1
1115	subject1115	1
3514	subject3514	1
2669	subject2669	5
5798	subject5798	5
5595	subject5595	5
6783	subject6783	4
429	subject429	1
6204	subject6204	1
2730	subject2730	5
2909	subject2909	1
3116	subject3116	3
834	subject834	2
5997	subject5997	2
7032	subject7032	2
885	subject885	4
4945	subject4945	5
5345	subject5345	1
2895	subject2895	3
579	subject579	1
8147	subject8147	2
6914	subject6914	5
8562	subject8562	5
9138	subject9138	4
2916	subject2916	3
2665	subject2665	2
3262	subject3262	1
1718	subject1718	3
4173	subject4173	1
733	subject733	3
5321	subject5321	3
374	subject374	5
5354	subject5354	1
388	subject388	5
3540	subject3540	1
4006	subject4006	4
3332	subject3332	5
86	subject86	3
8802	subject8802	4
6566	subject6566	5
8723	subject8723	1
2540	subject2540	5
531	subject531	5
8783	subject8783	1
8339	subject8339	2
797	subject797	5
5455	subject5455	5
6692	subject6692	1
9917	subject9917	1
2323	subject2323	1
4042	subject4042	1
8586	subject8586	3
8838	subject8838	3
9560	subject9560	1
1493	subject1493	3
7748	subject7748	5
7395	subject7395	5
3625	subject3625	2
4600	subject4600	5
7719	subject7719	3
1361	subject1361	5
788	subject788	5
2270	subject2270	4
9825	subject9825	2
6077	subject6077	5
4088	subject4088	1
1793	subject1793	3
5019	subject5019	4
1125	subject1125	2
1574	subject1574	4
1863	subject1863	3
2353	subject2353	3
457	subject457	2
6911	subject6911	5
5190	subject5190	3
3427	subject3427	1
5539	subject5539	1
3010	subject3010	5
7135	subject7135	5
993	subject993	2
330	subject330	1
1915	subject1915	3
9082	subject9082	2
6225	subject6225	5
619	subject619	4
7228	subject7228	3
6521	subject6521	2
6948	subject6948	5
2568	subject2568	5
8298	subject8298	2
2822	subject2822	1
5271	subject5271	1
1733	subject1733	1
3997	subject3997	1
9004	subject9004	4
9490	subject9490	1
5406	subject5406	3
6739	subject6739	3
6779	subject6779	5
3127	subject3127	2
5768	subject5768	1
2872	subject2872	1
9812	subject9812	5
3463	subject3463	1
6631	subject6631	1
4621	subject4621	1
1951	subject1951	3
2617	subject2617	1
4159	subject4159	1
3027	subject3027	3
8234	subject8234	5
6448	subject6448	1
7738	subject7738	1
7838	subject7838	3
6793	subject6793	1
8505	subject8505	1
1062	subject1062	5
5598	subject5598	1
3529	subject3529	1
2091	subject2091	3
5446	subject5446	1
2141	subject2141	3
4196	subject4196	4
8796	subject8796	1
6575	subject6575	1
8995	subject8995	5
5310	subject5310	1
2072	subject2072	1
1462	subject1462	5
353	subject353	4
623	subject623	2
1085	subject1085	3
9292	subject9292	4
5700	subject5700	1
7856	subject7856	3
1770	subject1770	5
7538	subject7538	3
7141	subject7141	3
5627	subject5627	1
8721	subject8721	2
7146	subject7146	5
7848	subject7848	3
3234	subject3234	3
2971	subject2971	2
6192	subject6192	3
4400	subject4400	5
7149	subject7149	3
9681	subject9681	1
3654	subject3654	1
8259	subject8259	1
223	subject223	5
1723	subject1723	1
5018	subject5018	1
7083	subject7083	1
4289	subject4289	1
7306	subject7306	3
1141	subject1141	4
8935	subject8935	2
2167	subject2167	3
1159	subject1159	2
7499	subject7499	3
5357	subject5357	1
8841	subject8841	5
7518	subject7518	5
6243	subject6243	1
8866	subject8866	4
1455	subject1455	3
8521	subject8521	1
8820	subject8820	1
6472	subject6472	5
3889	subject3889	5
9994	subject9994	5
3193	subject3193	1
6730	subject6730	5
9457	subject9457	4
8599	subject8599	2
3979	subject3979	3
8543	subject8543	5
6522	subject6522	1
7512	subject7512	5
9356	subject9356	3
2104	subject2104	5
7530	subject7530	3
1180	subject1180	1
5814	subject5814	5
5848	subject5848	5
2716	subject2716	3
3874	subject3874	1
9167	subject9167	1
3355	subject3355	2
5613	subject5613	1
6328	subject6328	5
5100	subject5100	1
1982	subject1982	2
7125	subject7125	1
4493	subject4493	1
6850	subject6850	1
2131	subject2131	4
2439	subject2439	3
5162	subject5162	1
5519	subject5519	5
1999	subject1999	1
499	subject499	2
370	subject370	1
891	subject891	1
5470	subject5470	5
7378	subject7378	1
2204	subject2204	5
8321	subject8321	1
167	subject167	5
5176	subject5176	1
5823	subject5823	5
3598	subject3598	3
6275	subject6275	2
9949	subject9949	4
1732	subject1732	3
3188	subject3188	3
3763	subject3763	5
3192	subject3192	5
1168	subject1168	5
9688	subject9688	1
3724	subject3724	2
9141	subject9141	1
5231	subject5231	3
3497	subject3497	2
5188	subject5188	1
8941	subject8941	4
4527	subject4527	2
5628	subject5628	1
8319	subject8319	3
1227	subject1227	1
7586	subject7586	1
2662	subject2662	4
603	subject603	1
4145	subject4145	5
3862	subject3862	1
6236	subject6236	2
8636	subject8636	2
1957	subject1957	1
1303	subject1303	3
8460	subject8460	5
8968	subject8968	1
3240	subject3240	2
4269	subject4269	1
7558	subject7558	1
3547	subject3547	5
3527	subject3527	4
72	subject72	3
9353	subject9353	4
6494	subject6494	3
790	subject790	1
88	subject88	5
4328	subject4328	5
7717	subject7717	1
3586	subject3586	5
76	subject76	3
9716	subject9716	3
6486	subject6486	1
3996	subject3996	5
5205	subject5205	2
3215	subject3215	5
1934	subject1934	5
5445	subject5445	5
6674	subject6674	3
9853	subject9853	4
2187	subject2187	3
1312	subject1312	5
1466	subject1466	3
8853	subject8853	1
6412	subject6412	2
6465	subject6465	3
5602	subject5602	1
7102	subject7102	5
9486	subject9486	5
2511	subject2511	4
6673	subject6673	5
7119	subject7119	1
9061	subject9061	2
6276	subject6276	3
9675	subject9675	3
3525	subject3525	1
7281	subject7281	4
1213	subject1213	5
6861	subject6861	1
2510	subject2510	1
7991	subject7991	4
3282	subject3282	3
4041	subject4041	5
3369	subject3369	3
2482	subject2482	5
1669	subject1669	1
6148	subject6148	5
5375	subject5375	5
8782	subject8782	1
4202	subject4202	5
3269	subject3269	3
2389	subject2389	3
9671	subject9671	1
3136	subject3136	1
3301	subject3301	5
479	subject479	1
868	subject868	5
4268	subject4268	3
8650	subject8650	2
5280	subject5280	5
9536	subject9536	5
6841	subject6841	1
9026	subject9026	3
7912	subject7912	1
8333	subject8333	4
3217	subject3217	5
3024	subject3024	3
9644	subject9644	5
6681	subject6681	1
7180	subject7180	1
7555	subject7555	3
9216	subject9216	5
1913	subject1913	5
5922	subject5922	3
8560	subject8560	1
3124	subject3124	1
3404	subject3404	1
1613	subject1613	2
1047	subject1047	2
6816	subject6816	5
4087	subject4087	3
6012	subject6012	5
6509	subject6509	1
5358	subject5358	1
8070	subject8070	1
1465	subject1465	2
4240	subject4240	5
3489	subject3489	5
8367	subject8367	4
2453	subject2453	3
7671	subject7671	1
9169	subject9169	1
8187	subject8187	3
79	subject79	2
5337	subject5337	1
6473	subject6473	5
6373	subject6373	3
5127	subject5127	5
4020	subject4020	2
4239	subject4239	5
8788	subject8788	1
5948	subject5948	5
7532	subject7532	1
6676	subject6676	1
1825	subject1825	1
9930	subject9930	1
6434	subject6434	3
5862	subject5862	1
2100	subject2100	1
3844	subject3844	5
5788	subject5788	2
7693	subject7693	1
2746	subject2746	1
7224	subject7224	1
4027	subject4027	1
5020	subject5020	3
5675	subject5675	1
9284	subject9284	1
2976	subject2976	3
6634	subject6634	5
3770	subject3770	2
5088	subject5088	3
1177	subject1177	1
2034	subject2034	1
5626	subject5626	1
1457	subject1457	1
6749	subject6749	1
2145	subject2145	1
9295	subject9295	5
5272	subject5272	3
9814	subject9814	5
777	subject777	2
7681	subject7681	3
4716	subject4716	2
9509	subject9509	1
785	subject785	3
5938	subject5938	1
3649	subject3649	1
6175	subject6175	3
5318	subject5318	5
6622	subject6622	1
1652	subject1652	4
6090	subject6090	5
6113	subject6113	5
3797	subject3797	1
6982	subject6982	1
4407	subject4407	1
8129	subject8129	5
9341	subject9341	2
8244	subject8244	5
1341	subject1341	1
6144	subject6144	4
9063	subject9063	1
7011	subject7011	1
4541	subject4541	5
824	subject824	1
6055	subject6055	2
9205	subject9205	3
8518	subject8518	5
9565	subject9565	5
5925	subject5925	1
2344	subject2344	1
7823	subject7823	1
4764	subject4764	1
9151	subject9151	1
1133	subject1133	4
9085	subject9085	5
7984	subject7984	2
6947	subject6947	1
2230	subject2230	3
1425	subject1425	4
573	subject573	5
2052	subject2052	5
6896	subject6896	1
5571	subject5571	5
4811	subject4811	1
2785	subject2785	2
8115	subject8115	5
3289	subject3289	1
3412	subject3412	3
674	subject674	1
8152	subject8152	4
7476	subject7476	5
2004	subject2004	3
2021	subject2021	1
1161	subject1161	3
9627	subject9627	3
1424	subject1424	1
4721	subject4721	5
5386	subject5386	1
5111	subject5111	5
3892	subject3892	2
4359	subject4359	5
174	subject174	5
1592	subject1592	1
3715	subject3715	5
7523	subject7523	1
1145	subject1145	1
3963	subject3963	4
1269	subject1269	1
6540	subject6540	3
5422	subject5422	3
1090	subject1090	5
4701	subject4701	2
2763	subject2763	5
7708	subject7708	4
6609	subject6609	1
1640	subject1640	1
6153	subject6153	4
2774	subject2774	4
3714	subject3714	5
4097	subject4097	1
5565	subject5565	4
6901	subject6901	1
746	subject746	5
3244	subject3244	5
8615	subject8615	1
6	subject6	3
2701	subject2701	1
3534	subject3534	5
4722	subject4722	1
6352	subject6352	5
7464	subject7464	2
5175	subject5175	5
3685	subject3685	5
9521	subject9521	1
3260	subject3260	4
3362	subject3362	1
8794	subject8794	4
1852	subject1852	4
1850	subject1850	5
2179	subject2179	1
5641	subject5641	2
4492	subject4492	3
7048	subject7048	1
6969	subject6969	5
1692	subject1692	4
2367	subject2367	1
4207	subject4207	1
3347	subject3347	5
8537	subject8537	5
4199	subject4199	5
1074	subject1074	5
7187	subject7187	2
5398	subject5398	3
8930	subject8930	5
3802	subject3802	2
7961	subject7961	3
2604	subject2604	1
5604	subject5604	2
9466	subject9466	3
2825	subject2825	4
110	subject110	1
3474	subject3474	2
9749	subject9749	5
459	subject459	1
5289	subject5289	5
5625	subject5625	3
6890	subject6890	5
6480	subject6480	1
1808	subject1808	2
7922	subject7922	5
6655	subject6655	1
469	subject469	1
1217	subject1217	5
387	subject387	5
5103	subject5103	5
235	subject235	1
6689	subject6689	1
5185	subject5185	1
3709	subject3709	1
9232	subject9232	5
2294	subject2294	3
4926	subject4926	4
4406	subject4406	5
3460	subject3460	1
5122	subject5122	3
8451	subject8451	1
8920	subject8920	1
5417	subject5417	5
9808	subject9808	5
5526	subject5526	2
5684	subject5684	5
5877	subject5877	4
8913	subject8913	4
4255	subject4255	5
956	subject956	1
8540	subject8540	5
259	subject259	4
2816	subject2816	4
1121	subject1121	1
6000	subject6000	3
8301	subject8301	5
4254	subject4254	1
9945	subject9945	1
2543	subject2543	1
5407	subject5407	2
4833	subject4833	3
5886	subject5886	1
1397	subject1397	1
3352	subject3352	1
1753	subject1753	5
7545	subject7545	5
5828	subject5828	3
4778	subject4778	4
4704	subject4704	1
651	subject651	2
4553	subject4553	5
7754	subject7754	4
7575	subject7575	1
6545	subject6545	1
7271	subject7271	5
2198	subject2198	1
3882	subject3882	1
9623	subject9623	1
489	subject489	3
359	subject359	1
6072	subject6072	5
6752	subject6752	3
6380	subject6380	1
4072	subject4072	5
7294	subject7294	1
8020	subject8020	2
7310	subject7310	1
9686	subject9686	3
9801	subject9801	2
3633	subject3633	1
4432	subject4432	3
9960	subject9960	5
9352	subject9352	3
5032	subject5032	2
8489	subject8489	5
