subjects	cluster.id
4898	subject4898	2
6126	subject6126	1
1226	subject1226	5
5910	subject5910	1
7525	subject7525	1
2721	subject2721	7
5039	subject5039	9
1739	subject1739	1
4249	subject4249	2
1564	subject1564	5
8226	subject8226	1
7567	subject7567	5
3893	subject3893	2
2042	subject2042	4
1660	subject1660	2
840	subject840	3
3964	subject3964	5
283	subject283	1
7851	subject7851	8
6498	subject6498	5
6565	subject6565	4
2128	subject2128	5
3831	subject3831	5
267	subject267	5
8839	subject8839	9
5082	subject5082	2
1273	subject1273	6
8804	subject8804	1
8631	subject8631	1
179	subject179	6
5703	subject5703	5
6197	subject6197	5
5187	subject5187	8
488	subject488	7
7083	subject7083	5
9064	subject9064	6
5974	subject5974	1
7583	subject7583	9
8561	subject8561	1
4981	subject4981	4
9006	subject9006	1
6677	subject6677	6
2823	subject2823	4
6628	subject6628	1
184	subject184	3
952	subject952	5
4324	subject4324	1
8311	subject8311	6
6870	subject6870	6
2165	subject2165	1
8950	subject8950	1
2091	subject2091	9
2330	subject2330	9
7811	subject7811	7
5436	subject5436	3
7310	subject7310	5
3602	subject3602	6
9227	subject9227	1
675	subject675	4
9736	subject9736	7
1688	subject1688	9
6931	subject6931	2
4532	subject4532	6
1708	subject1708	2
8742	subject8742	5
3601	subject3601	7
9954	subject9954	8
763	subject763	5
1815	subject1815	9
3375	subject3375	1
5667	subject5667	2
1625	subject1625	8
2748	subject2748	8
186	subject186	7
7415	subject7415	6
7168	subject7168	1
1971	subject1971	8
5117	subject5117	3
1738	subject1738	9
3823	subject3823	6
7769	subject7769	8
7160	subject7160	1
439	subject439	1
2411	subject2411	4
1275	subject1275	3
8466	subject8466	5
9216	subject9216	4
5668	subject5668	1
5343	subject5343	3
2982	subject2982	6
6898	subject6898	1
903	subject903	5
9949	subject9949	6
924	subject924	7
189	subject189	1
8599	subject8599	5
3086	subject3086	6
5589	subject5589	6
1330	subject1330	1
6245	subject6245	5
77	subject77	1
4301	subject4301	6
7634	subject7634	4
1675	subject1675	5
8494	subject8494	2
8166	subject8166	7
3669	subject3669	7
4035	subject4035	7
6011	subject6011	7
1673	subject1673	7
3521	subject3521	4
1740	subject1740	1
5004	subject5004	1
4303	subject4303	8
863	subject863	4
6417	subject6417	7
3668	subject3668	5
7563	subject7563	5
9357	subject9357	1
4752	subject4752	2
8295	subject8295	1
316	subject316	5
1479	subject1479	7
6151	subject6151	7
7946	subject7946	10
2410	subject2410	7
2540	subject2540	9
9101	subject9101	8
260	subject260	5
9424	subject9424	6
1521	subject1521	2
8055	subject8055	1
2584	subject2584	3
1920	subject1920	6
8377	subject8377	6
47	subject47	8
2414	subject2414	5
8267	subject8267	5
2840	subject2840	1
288	subject288	3
9168	subject9168	7
4238	subject4238	5
1889	subject1889	6
7109	subject7109	4
7831	subject7831	4
6332	subject6332	6
1729	subject1729	2
3767	subject3767	2
3502	subject3502	1
4660	subject4660	2
3258	subject3258	1
1127	subject1127	7
207	subject207	5
9987	subject9987	3
5424	subject5424	4
2993	subject2993	2
4675	subject4675	4
7612	subject7612	9
3216	subject3216	5
1046	subject1046	5
2747	subject2747	8
1551	subject1551	1
7575	subject7575	9
3723	subject3723	8
9519	subject9519	1
4803	subject4803	1
6310	subject6310	1
8407	subject8407	4
4978	subject4978	5
6641	subject6641	1
874	subject874	5
6622	subject6622	4
2620	subject2620	1
9883	subject9883	3
6191	subject6191	3
2428	subject2428	9
8916	subject8916	1
7662	subject7662	1
6395	subject6395	7
5376	subject5376	5
697	subject697	6
5029	subject5029	2
2697	subject2697	7
2688	subject2688	1
6703	subject6703	7
9146	subject9146	2
9773	subject9773	1
9809	subject9809	6
7363	subject7363	2
7657	subject7657	9
1825	subject1825	6
7535	subject7535	2
8745	subject8745	8
5848	subject5848	3
3130	subject3130	8
2426	subject2426	5
942	subject942	1
8811	subject8811	9
2589	subject2589	6
9281	subject9281	1
6363	subject6363	1
1463	subject1463	3
6360	subject6360	9
1180	subject1180	7
1413	subject1413	6
3330	subject3330	8
5058	subject5058	4
5994	subject5994	2
3993	subject3993	2
4280	subject4280	7
8920	subject8920	5
3869	subject3869	7
7953	subject7953	6
8495	subject8495	1
6944	subject6944	5
4749	subject4749	3
6123	subject6123	8
4422	subject4422	8
9163	subject9163	4
9694	subject9694	7
4636	subject4636	8
5266	subject5266	7
3050	subject3050	5
4233	subject4233	3
7458	subject7458	7
3681	subject3681	2
7301	subject7301	3
3686	subject3686	6
2492	subject2492	10
2458	subject2458	7
9952	subject9952	9
7950	subject7950	4
243	subject243	4
9178	subject9178	5
2917	subject2917	5
673	subject673	4
727	subject727	6
7594	subject7594	6
6555	subject6555	9
7689	subject7689	6
9034	subject9034	10
3691	subject3691	6
6891	subject6891	1
1227	subject1227	6
7655	subject7655	1
857	subject857	1
4989	subject4989	1
3296	subject3296	5
1647	subject1647	7
1604	subject1604	1
253	subject253	7
6667	subject6667	1
4136	subject4136	6
8704	subject8704	9
591	subject591	5
6355	subject6355	1
9813	subject9813	5
7546	subject7546	6
5333	subject5333	4
2744	subject2744	8
7991	subject7991	4
3935	subject3935	1
7051	subject7051	6
9449	subject9449	2
9655	subject9655	8
8437	subject8437	9
2315	subject2315	8
5835	subject5835	5
9431	subject9431	2
9233	subject9233	1
616	subject616	5
1897	subject1897	8
3566	subject3566	5
5732	subject5732	8
1870	subject1870	10
2313	subject2313	4
2323	subject2323	1
3790	subject3790	2
9973	subject9973	4
1975	subject1975	2
1678	subject1678	6
1314	subject1314	1
2360	subject2360	1
664	subject664	5
8679	subject8679	7
233	subject233	8
4614	subject4614	1
7311	subject7311	6
5847	subject5847	1
1435	subject1435	4
583	subject583	5
9171	subject9171	1
5782	subject5782	2
8194	subject8194	5
4062	subject4062	5
4376	subject4376	1
3326	subject3326	6
7252	subject7252	3
4916	subject4916	6
9457	subject9457	7
793	subject793	6
1689	subject1689	6
8722	subject8722	1
5869	subject5869	7
1033	subject1033	7
6431	subject6431	1
9757	subject9757	2
2899	subject2899	1
2694	subject2694	1
171	subject171	6
5303	subject5303	1
918	subject918	2
3261	subject3261	5
5829	subject5829	6
9723	subject9723	2
6867	subject6867	5
2235	subject2235	4
6970	subject6970	3
7654	subject7654	7
3865	subject3865	5
4762	subject4762	5
4895	subject4895	1
281	subject281	8
9086	subject9086	8
7416	subject7416	5
3120	subject3120	5
451	subject451	6
2539	subject2539	7
545	subject545	7
6158	subject6158	9
9096	subject9096	4
4131	subject4131	4
9882	subject9882	2
8087	subject8087	2
5341	subject5341	1
4905	subject4905	7
5780	subject5780	6
8453	subject8453	6
3180	subject3180	1
5405	subject5405	8
4701	subject4701	1
599	subject599	1
2881	subject2881	2
1503	subject1503	9
390	subject390	1
5118	subject5118	8
2483	subject2483	6
5534	subject5534	6
2130	subject2130	8
429	subject429	1
6675	subject6675	1
258	subject258	5
9738	subject9738	6
887	subject887	9
4914	subject4914	4
2599	subject2599	5
9260	subject9260	5
1705	subject1705	8
9700	subject9700	1
5390	subject5390	1
7099	subject7099	6
1807	subject1807	5
6514	subject6514	8
3574	subject3574	8
6945	subject6945	4
717	subject717	8
9221	subject9221	4
5403	subject5403	1
19	subject19	1
7139	subject7139	6
9240	subject9240	7
5993	subject5993	6
584	subject584	8
3278	subject3278	1
2678	subject2678	2
8340	subject8340	1
275	subject275	7
4173	subject4173	7
6087	subject6087	3
5467	subject5467	9
5907	subject5907	7
2810	subject2810	1
6455	subject6455	5
536	subject536	5
2979	subject2979	6
1826	subject1826	4
3237	subject3237	1
9671	subject9671	6
9268	subject9268	1
7585	subject7585	4
7322	subject7322	1
2696	subject2696	4
4153	subject4153	2
2061	subject2061	9
3112	subject3112	7
1475	subject1475	5
3224	subject3224	4
4928	subject4928	6
8835	subject8835	4
9055	subject9055	1
3199	subject3199	1
9805	subject9805	1
3373	subject3373	7
5826	subject5826	9
6425	subject6425	6
5937	subject5937	6
1228	subject1228	1
9433	subject9433	5
9601	subject9601	2
6637	subject6637	4
9995	subject9995	2
7704	subject7704	2
5228	subject5228	6
4485	subject4485	1
6005	subject6005	4
7463	subject7463	8
3362	subject3362	4
6385	subject6385	7
241	subject241	1
2082	subject2082	2
4545	subject4545	4
6071	subject6071	3
4332	subject4332	6
9544	subject9544	2
4360	subject4360	6
270	subject270	5
6141	subject6141	1
1733	subject1733	4
790	subject790	5
9539	subject9539	4
2208	subject2208	8
3953	subject3953	6
403	subject403	10
8338	subject8338	4
9409	subject9409	1
168	subject168	7
5978	subject5978	3
7358	subject7358	4
9654	subject9654	3
1773	subject1773	3
2182	subject2182	1
8206	subject8206	1
7852	subject7852	1
8619	subject8619	1
2526	subject2526	5
9709	subject9709	1
8287	subject8287	8
7375	subject7375	3
9799	subject9799	7
1868	subject1868	3
5324	subject5324	4
413	subject413	8
3661	subject3661	1
4792	subject4792	7
2141	subject2141	1
8936	subject8936	3
8593	subject8593	2
3836	subject3836	7
537	subject537	1
3821	subject3821	6
1451	subject1451	1
7855	subject7855	2
407	subject407	5
4449	subject4449	3
4374	subject4374	7
8372	subject8372	1
3334	subject3334	2
522	subject522	6
1071	subject1071	4
4624	subject4624	1
4182	subject4182	1
3166	subject3166	1
2651	subject2651	10
827	subject827	7
2929	subject2929	7
7179	subject7179	7
3044	subject3044	4
5462	subject5462	7
226	subject226	8
1866	subject1866	9
8491	subject8491	5
3342	subject3342	2
5742	subject5742	2
466	subject466	5
8370	subject8370	1
331	subject331	1
6950	subject6950	1
5203	subject5203	5
2150	subject2150	1
1394	subject1394	7
6205	subject6205	1
3960	subject3960	1
8260	subject8260	5
3547	subject3547	1
5505	subject5505	8
3352	subject3352	2
400	subject400	8
5443	subject5443	6
456	subject456	8
9823	subject9823	2
322	subject322	1
7125	subject7125	9
3126	subject3126	10
7324	subject7324	9
5754	subject5754	1
8981	subject8981	2
1445	subject1445	2
3968	subject3968	2
707	subject707	6
4844	subject4844	5
1540	subject1540	5
1465	subject1465	6
5171	subject5171	5
4790	subject4790	1
8859	subject8859	10
6820	subject6820	6
3678	subject3678	9
9870	subject9870	1
7874	subject7874	1
3995	subject3995	1
7194	subject7194	3
1208	subject1208	9
3442	subject3442	2
1410	subject1410	7
7033	subject7033	9
4835	subject4835	5
9048	subject9048	6
2576	subject2576	8
6858	subject6858	10
336	subject336	1
3879	subject3879	9
914	subject914	9
2486	subject2486	9
9961	subject9961	3
2585	subject2585	1
6763	subject6763	1
8062	subject8062	7
4090	subject4090	6
6129	subject6129	4
8251	subject8251	6
5533	subject5533	4
3021	subject3021	1
3550	subject3550	5
5865	subject5865	7
3350	subject3350	6
5565	subject5565	6
5041	subject5041	5
3039	subject3039	6
1427	subject1427	1
2592	subject2592	6
392	subject392	7
4072	subject4072	1
8011	subject8011	5
5831	subject5831	7
6433	subject6433	2
7849	subject7849	4
6436	subject6436	10
329	subject329	4
839	subject839	1
374	subject374	4
5234	subject5234	2
9339	subject9339	8
6827	subject6827	1
6871	subject6871	6
5872	subject5872	6
9444	subject9444	8
3972	subject3972	4
8923	subject8923	8
6502	subject6502	6
6601	subject6601	3
