subjects	cluster.id
1684	subject1684	7
7927	subject7927	12
5253	subject5253	15
320	subject320	7
4352	subject4352	15
107	subject107	9
2436	subject2436	1
2370	subject2370	8
9630	subject9630	14
7218	subject7218	5
7159	subject7159	5
8099	subject8099	12
2791	subject2791	15
4924	subject4924	12
5832	subject5832	2
669	subject669	5
4585	subject4585	8
2033	subject2033	12
6209	subject6209	13
4943	subject4943	1
9139	subject9139	12
4699	subject4699	5
7807	subject7807	4
2508	subject2508	11
1084	subject1084	12
5742	subject5742	11
438	subject438	3
3560	subject3560	9
776	subject776	12
2306	subject2306	1
2663	subject2663	9
2667	subject2667	5
9042	subject9042	11
8392	subject8392	6
9750	subject9750	13
8566	subject8566	2
1864	subject1864	8
8795	subject8795	11
499	subject499	14
9040	subject9040	9
1290	subject1290	1
1876	subject1876	5
3265	subject3265	11
169	subject169	11
2976	subject2976	11
6890	subject6890	11
930	subject930	12
3279	subject3279	13
4064	subject4064	7
2659	subject2659	9
6980	subject6980	12
8148	subject8148	10
852	subject852	9
6393	subject6393	13
5873	subject5873	3
2043	subject2043	5
6679	subject6679	12
3522	subject3522	6
1741	subject1741	12
6029	subject6029	7
2023	subject2023	15
3262	subject3262	7
472	subject472	11
3648	subject3648	4
6767	subject6767	3
8183	subject8183	12
8996	subject8996	12
2757	subject2757	12
5089	subject5089	3
8540	subject8540	13
2302	subject2302	12
7491	subject7491	11
5281	subject5281	2
9289	subject9289	12
2313	subject2313	14
3298	subject3298	9
4667	subject4667	11
5855	subject5855	11
2691	subject2691	12
5259	subject5259	11
6964	subject6964	10
2812	subject2812	11
5964	subject5964	12
3092	subject3092	4
2479	subject2479	2
9207	subject9207	12
5413	subject5413	11
2074	subject2074	10
3314	subject3314	12
2022	subject2022	7
6304	subject6304	12
6120	subject6120	7
4376	subject4376	1
6570	subject6570	14
9775	subject9775	9
5925	subject5925	5
3968	subject3968	1
390	subject390	1
1420	subject1420	12
7109	subject7109	12
1326	subject1326	12
333	subject333	15
2182	subject2182	12
4429	subject4429	12
3853	subject3853	7
1446	subject1446	7
9413	subject9413	12
4211	subject4211	1
5542	subject5542	13
4069	subject4069	4
5497	subject5497	1
8742	subject8742	15
8233	subject8233	2
384	subject384	2
5210	subject5210	5
7323	subject7323	7
8582	subject8582	1
9459	subject9459	9
2274	subject2274	1
1637	subject1637	9
8314	subject8314	9
9557	subject9557	7
4743	subject4743	12
9355	subject9355	8
2078	subject2078	10
6884	subject6884	2
2131	subject2131	12
3743	subject3743	11
869	subject869	11
2282	subject2282	13
2621	subject2621	11
3282	subject3282	5
832	subject832	12
9476	subject9476	15
2693	subject2693	1
3453	subject3453	15
9129	subject9129	2
6183	subject6183	7
8076	subject8076	1
761	subject761	5
2207	subject2207	15
7283	subject7283	3
5481	subject5481	1
5129	subject5129	3
8410	subject8410	9
2281	subject2281	13
1455	subject1455	2
2826	subject2826	5
1153	subject1153	13
6844	subject6844	1
7685	subject7685	5
244	subject244	7
9818	subject9818	5
2962	subject2962	15
6604	subject6604	5
6422	subject6422	11
5054	subject5054	11
374	subject374	2
342	subject342	15
5934	subject5934	12
5937	subject5937	5
3740	subject3740	12
3198	subject3198	11
1325	subject1325	9
3086	subject3086	1
964	subject964	9
9753	subject9753	12
9791	subject9791	2
4270	subject4270	12
2497	subject2497	2
3280	subject3280	5
5348	subject5348	2
395	subject395	11
3066	subject3066	12
4836	subject4836	1
9564	subject9564	13
3166	subject3166	8
7891	subject7891	5
4048	subject4048	1
6796	subject6796	12
6469	subject6469	12
3352	subject3352	12
4127	subject4127	4
835	subject835	5
3354	subject3354	10
9409	subject9409	2
751	subject751	7
8568	subject8568	5
465	subject465	1
4832	subject4832	4
373	subject373	13
1974	subject1974	5
5583	subject5583	11
8888	subject8888	3
5807	subject5807	7
5665	subject5665	5
2394	subject2394	12
6643	subject6643	7
7328	subject7328	12
8156	subject8156	12
5042	subject5042	2
6707	subject6707	6
423	subject423	8
7711	subject7711	5
8747	subject8747	1
8936	subject8936	11
3878	subject3878	4
3382	subject3382	12
8623	subject8623	12
3144	subject3144	8
1934	subject1934	2
2009	subject2009	12
3787	subject3787	11
3778	subject3778	6
229	subject229	5
4345	subject4345	12
2175	subject2175	2
9493	subject9493	1
7917	subject7917	12
7260	subject7260	3
9939	subject9939	6
3439	subject3439	12
2611	subject2611	12
819	subject819	9
9543	subject9543	11
3081	subject3081	8
440	subject440	12
7249	subject7249	4
8872	subject8872	9
7073	subject7073	6
9604	subject9604	12
7398	subject7398	7
4709	subject4709	2
9779	subject9779	5
5265	subject5265	11
9808	subject9808	7
7117	subject7117	1
9663	subject9663	2
5417	subject5417	12
7782	subject7782	2
3369	subject3369	11
8095	subject8095	3
48	subject48	1
7802	subject7802	15
1036	subject1036	10
6650	subject6650	12
1930	subject1930	15
2858	subject2858	10
2301	subject2301	2
9612	subject9612	7
5615	subject5615	7
9537	subject9537	5
2460	subject2460	1
6992	subject6992	7
551	subject551	5
572	subject572	12
3389	subject3389	3
5046	subject5046	1
5152	subject5152	15
3287	subject3287	11
5950	subject5950	1
4646	subject4646	12
1913	subject1913	5
3443	subject3443	12
8992	subject8992	1
4463	subject4463	1
6288	subject6288	3
3758	subject3758	2
9301	subject9301	2
187	subject187	7
4805	subject4805	7
8361	subject8361	5
8416	subject8416	1
408	subject408	11
1331	subject1331	7
6359	subject6359	12
8411	subject8411	4
5829	subject5829	6
1149	subject1149	5
4573	subject4573	8
774	subject774	9
3242	subject3242	11
2658	subject2658	6
3832	subject3832	1
7793	subject7793	1
9809	subject9809	10
8576	subject8576	6
1908	subject1908	5
9957	subject9957	1
497	subject497	13
7378	subject7378	7
1716	subject1716	12
2515	subject2515	7
9003	subject9003	13
8157	subject8157	2
9919	subject9919	7
8911	subject8911	5
2236	subject2236	2
3040	subject3040	3
7254	subject7254	8
9490	subject9490	15
6212	subject6212	6
3735	subject3735	11
1261	subject1261	1
4510	subject4510	5
6597	subject6597	12
6370	subject6370	3
2715	subject2715	11
3470	subject3470	12
9326	subject9326	7
5136	subject5136	1
5849	subject5849	12
1524	subject1524	5
8044	subject8044	2
3772	subject3772	1
4161	subject4161	9
366	subject366	12
6703	subject6703	14
6894	subject6894	4
9607	subject9607	1
8885	subject8885	1
5043	subject5043	9
4122	subject4122	7
4485	subject4485	12
6181	subject6181	5
6899	subject6899	2
1558	subject1558	5
2683	subject2683	12
3136	subject3136	12
4348	subject4348	5
5977	subject5977	1
8360	subject8360	15
1244	subject1244	9
4633	subject4633	1
6101	subject6101	3
8286	subject8286	12
9375	subject9375	7
6802	subject6802	9
2422	subject2422	15
4015	subject4015	5
2756	subject2756	7
4124	subject4124	1
369	subject369	11
6506	subject6506	9
3309	subject3309	10
2582	subject2582	5
646	subject646	13
963	subject963	11
389	subject389	11
4756	subject4756	6
7016	subject7016	7
4284	subject4284	7
861	subject861	11
7924	subject7924	7
7080	subject7080	12
1706	subject1706	11
9778	subject9778	12
4718	subject4718	1
9445	subject9445	5
7341	subject7341	9
1277	subject1277	7
5090	subject5090	5
6418	subject6418	7
2454	subject2454	9
3759	subject3759	12
8715	subject8715	12
2129	subject2129	11
6103	subject6103	1
4790	subject4790	5
6468	subject6468	2
1977	subject1977	9
9331	subject9331	3
1440	subject1440	11
3519	subject3519	5
272	subject272	15
2322	subject2322	5
7965	subject7965	12
1707	subject1707	1
6837	subject6837	5
4653	subject4653	2
3120	subject3120	3
9323	subject9323	15
4389	subject4389	1
9115	subject9115	5
8629	subject8629	2
1017	subject1017	11
8977	subject8977	1
1448	subject1448	5
9698	subject9698	7
8299	subject8299	12
4773	subject4773	5
8344	subject8344	14
5931	subject5931	1
9633	subject9633	8
9044	subject9044	1
7312	subject7312	12
1932	subject1932	13
2748	subject2748	12
7128	subject7128	3
4886	subject4886	7
4469	subject4469	12
3817	subject3817	2
8915	subject8915	1
6661	subject6661	11
1522	subject1522	7
5509	subject5509	7
7123	subject7123	5
2610	subject2610	6
1813	subject1813	2
1	subject1	4
7220	subject7220	3
4746	subject4746	12
5302	subject5302	7
1449	subject1449	15
3158	subject3158	2
7778	subject7778	12
3462	subject3462	2
2939	subject2939	12
4151	subject4151	2
16	subject16	6
9131	subject9131	3
7052	subject7052	12
6217	subject6217	12
434	subject434	15
9017	subject9017	12
7609	subject7609	2
6207	subject6207	12
8961	subject8961	12
5359	subject5359	12
5227	subject5227	15
2045	subject2045	14
6971	subject6971	12
5382	subject5382	12
5983	subject5983	5
8105	subject8105	11
985	subject985	6
3123	subject3123	15
3636	subject3636	11
